TestId,Date,Time,mRSI,injury_log
Ecc8oBcFPfLynaSTewx0,3/4/2024,5:46:04,0.5598,1
Ecc8oBcFPfLynaSTewx0,3/4/2024,5:46:04,0.5598,1
DsaeYdRmAoh8OM4OW05F,2/26/2024,5:45:26,0.5643,1
DsaeYdRmAoh8OM4OW05F,2/26/2024,5:45:26,0.5643,1
zWS47Wj4gm3irsGnwNET,2/26/2024,5:45:21,0.5914,1
zWS47Wj4gm3irsGnwNET,2/26/2024,5:45:21,0.5914,1
NpfM9XFJ5LtWWqSKrlSB,12/4/2023,5:48:19,0.5346,1
NpfM9XFJ5LtWWqSKrlSB,12/4/2023,5:48:19,0.5346,1
mqoSB8Yr2R63GuWo35V6,11/27/2023,6:45:12,0.4746,1
mqoSB8Yr2R63GuWo35V6,11/27/2023,6:45:12,0.4746,1
GL9on3qsE4xYazo7vLrB,11/27/2023,6:45:06,0.5749,1
GL9on3qsE4xYazo7vLrB,11/27/2023,6:45:06,0.5749,1
OLrl6fqdOpgaE0XYCDMb,1/22/2024,5:46:25,0.5188,1
OLrl6fqdOpgaE0XYCDMb,1/22/2024,5:46:25,0.5188,1
R9Y1PifIMTTXFxsYMHLh,1/15/2024,5:49:07,0.516,1
R9Y1PifIMTTXFxsYMHLh,1/15/2024,5:49:07,0.516,1
nxOEA0qrdSNiZ0byE0Vt,1/30/2024,6:28:15,0.574,1
nxOEA0qrdSNiZ0byE0Vt,1/30/2024,6:28:15,0.574,1
0WQ3PZ6b52bqYFCRGZVx,1/22/2024,5:46:31,0.4941,1
0WQ3PZ6b52bqYFCRGZVx,1/22/2024,5:46:31,0.4941,1
3lwIRU1XahVTWhP9YMXe,1/8/2024,5:48:01,0.4467,1
3lwIRU1XahVTWhP9YMXe,1/8/2024,5:48:01,0.4467,1
4iHQwHjHaiU2r2DK5GwF,12/4/2023,5:48:25,0.485,1
4iHQwHjHaiU2r2DK5GwF,12/4/2023,5:48:25,0.485,1
8qT7pMq1X6fi3e6S6Bvi,1/15/2024,5:49:01,0.5377,1
8qT7pMq1X6fi3e6S6Bvi,1/15/2024,5:49:01,0.5377,1
glo0Q0SkEF4q423hBwyt,1/8/2024,5:48:07,0.4804,1
glo0Q0SkEF4q423hBwyt,1/8/2024,5:48:07,0.4804,1
sVX1Lb2Svxc435RAHNJV,3/18/2024,7:44:55,0.574,0
Me2ZYclNCAafehGQeHkW,3/18/2024,7:44:49,0.5234,0
ZxfxKMndNoyvUkrikuCW,3/11/2024,7:46:00,0.5487,0
M0IFAlGXnZuNcT8oDKpX,1/8/2024,5:48:24,0.5467,0
2jHzYfycFRJcWg87Qtgu,12/4/2023,5:48:43,0.5516,0
HVsIdss9qW8E5v1zKvEn,11/6/2023,5:48:30,0.5599,0
NuTjxczfAU0lnUSj35mw,3/11/2024,7:45:55,0.5384,0
BbKn5e9NZqlqcPxYdtvB,2/26/2024,5:46:04,0.5819,0
BUWuCBaQC2XkCMlE3SsW,2/26/2024,5:45:58,0.5587,0
Unb0ytCiukubdvvcU3Sq,1/30/2024,6:28:03,0.5131,0
5NDe1VFGLLPZWKdJnsyW,1/30/2024,6:27:57,0.5152,0
VRz8QDXP4TfWTHq5kqnl,1/22/2024,5:46:48,0.552,0
rBDA664WhDJG8mdRQsEQ,1/15/2024,5:49:18,0.5776,0
5j1SoHqqfy39nCLQ3vG2,12/4/2023,5:48:37,0.5709,0
qmxGoksatfkHmvJRSjvc,11/27/2023,6:45:22,0.55,0
dxTiyWsMzG3PCxAIve4G,10/16/2023,5:47:52,0.5689,0
lHTqhIRYPFzfdStBDC3H,10/2/2023,5:48:05,0.5387,0
6uVHTPxC6uCBokQJDZrw,11/27/2023,6:45:30,0.6264,0
H73yxPxiJENEqGlXhNX1,1/22/2024,5:46:42,0.5497,0
ialYgzMTOuIpZ9vQVWDz,1/8/2024,5:48:17,0.5237,0
zZHh7wx9PhoGVrtP2XKO,11/6/2023,5:48:22,0.5366,0
MAhF9NYpMpIMc5zwVe4j,10/23/2023,5:46:42,0.5284,0
g2T9T9JabYn2rd0egvIj,10/9/2023,5:47:41,0.5909,0
cMXLdAqMx0JO81VJJfZl,1/15/2024,5:49:24,0.5858,0
mGku4AvqJqNcVKQ1YhdQ,10/9/2023,5:47:35,0.5943,0
w9ByIOVgLFiMEYDD4T9O,9/25/2023,5:45:27,0.5574,0
ziiGYmBu52LxRs3WFHWk,10/16/2023,5:47:58,0.5949,0
YgtcUxsO0TDxB2r21Yas,9/14/2023,6:42:00,0.5644,0
ChoHS3ffDmfd9SEm2NOE,9/14/2023,6:41:46,0.5231,0
3wDRC7a0vcfhlfGE6vxt,10/23/2023,5:46:35,0.5477,0
69y76JEP30W63aQ1skBi,10/30/2023,5:47:15,0.5045,0
uyJ0xfjCoVET4mfHHpD9,10/30/2023,5:47:09,0.5499,0
DtvV3axczQU2oX74rx1p,9/25/2023,5:45:32,0.5692,0
PuFYyC81hOiVEZiNi1Fu,10/2/2023,5:47:58,0.5127,0
SM1FDdmYlK51l2eEFuVz,9/14/2023,6:41:54,0.582,0
Tk5Lfw8O4l3zsq0HpFK7,11/27/2023,6:45:39,0.5142,0
9k0DjiCgE1coHOE89QfO,10/30/2023,5:47:24,0.4525,0
YG4clsMwU6rzarf8VNQF,10/9/2023,5:47:51,0.4892,0
slELkgMtac8REdjI0aFG,1/15/2024,5:49:41,0.4445,0
oHF46C3ZwjSQnIWbald1,1/8/2024,5:48:41,0.4214,0
ZTcvr722nr3LU8yjj2Lx,1/8/2024,5:48:35,0.4436,0
CrITMSJFKsJKk4kRqk7H,12/4/2023,5:49:09,0.4866,0
qToMLpIBRXCGtqgfoBwz,12/4/2023,5:48:53,0.4791,0
5UQ8k55dNDNOwJmDNES9,11/14/2023,6:35:40,0.4433,0
RobsiGqMQeEqwTmnInUl,11/14/2023,6:35:33,0.4351,0
wBm5loY6BgRTao5NGhr1,11/6/2023,5:48:50,0.4582,0
URc6lXWwh8nAHqkDXqhR,11/6/2023,5:48:43,0.4812,0
DWuuBXMbZNMI6JQpf4Bz,10/30/2023,5:47:30,0.4603,0
eM6GcuYKf7G6V2fb5Jfp,10/23/2023,5:46:52,0.5078,0
OeVnsEduVYtrp33GGoR0,10/16/2023,5:48:13,0.4641,0
5js9zSXHOdm3l1vldjxQ,10/9/2023,5:47:57,0.5093,0
Gt140XxdlwKzHpc5zze8,9/25/2023,5:45:47,0.5737,0
LjdlU3YWNiDSP87gIqGs,9/14/2023,6:41:34,0.5628,0
JCAzosteCHVvJ5d47qQk,1/30/2024,6:27:47,0.4852,0
Gaek3wbLYUpYkRug0QmP,11/27/2023,6:45:46,0.5066,0
R2CZEGjOf8MGvAIDpRv9,1/30/2024,6:27:39,0.4615,0
onL7IVMeyDlWHb4UaCqS,1/22/2024,5:47:04,0.4489,0
XvRGvdQS4CFx9D7oiFX0,1/22/2024,5:46:58,0.4608,0
uxjmeTZMWBkI8js7SnH2,10/23/2023,5:47:03,0.4898,0
eaUIUSBvmzOVJ4bKu5A2,10/16/2023,5:48:07,0.4802,0
MPCwbXH64IcdPEJWPafr,10/2/2023,5:48:27,0.5089,0
k7wCqj6p9s2DmkTy9BFy,9/14/2023,6:41:23,0.4975,0
f4SZ0MGvoI50yZbXjqRR,2/5/2024,5:47:09,0.4635,0
zwdXOtbIvvIX481fBS4K,1/15/2024,5:49:35,0.4753,0
J0DmH9w6QM0vqPobc9g6,9/25/2023,5:45:42,0.5876,0
h91x5Vl3QnZ8TBoo9S3R,10/2/2023,5:48:18,0.4952,0
HWUifdJyllTw4smLPI9m,9/14/2023,6:41:28,0.5452,0
5P2YNpCnyz8Zh29gSW03,2/12/2024,7:05:30,0.5124,0
CvG9t2mlERqnEUTEyPuR,2/5/2024,5:47:15,0.4684,0
0JIHgNBxSBByfMZO2qOP,2/12/2024,7:05:36,0.5115,0
Pzq0v6zTbQkyTjzROBki,1/15/2024,5:42:47,0.5184,1
dAdfuNw3dHNgEivWuQJX,2/12/2024,6:59:00,0.4634,1
Wd50xKpwyvmJjPWO4U4B,1/22/2024,5:41:05,0.4731,1
1eHOBnnHXsJdAoy7PPOW,11/14/2023,6:27:45,0.5985,1
slwZZWjuvmjHgnKlCyy0,11/6/2023,5:41:45,0.5525,1
DpYhyjz2ebwVKmbrjPxW,1/30/2024,6:34:12,0.5628,1
kxpAeieQL5y7vPYPFT5Q,1/22/2024,5:41:00,0.5049,1
eIPy1J3bNAgxJz6nSA50,2/5/2024,5:40:54,0.6023,1
mb487XLcTZSCxF8nUsZy,10/9/2023,5:40:41,0.548,1
FeEVOhA8mwOqbN31NOJU,11/6/2023,5:41:39,0.6152,1
rhGVCrBLLu2IvLQ80aUc,1/30/2024,6:34:05,0.505,1
iXT9vizHbgub7eOBiPxV,11/14/2023,6:27:53,0.5931,1
i2j0Jwt2AJVmOubqqScF,9/25/2023,5:38:01,0.584,1
nc9K1voTDMih8lT8xUGZ,2/5/2024,5:40:59,0.5309,1
idZBGS3JlNFW5l9rnjMV,12/4/2023,5:41:31,0.5886,1
HxN1jmDMqVDREysPekzZ,9/14/2023,6:41:05,0.6375,1
zXHubDiZZV8e3PXdLGTo,9/14/2023,6:40:59,0.5983,1
Yp8nsvRsSOkGIr8KX3IL,9/25/2023,5:37:55,0.5451,1
MFoM0ZGvJRPISt9vD8pm,11/27/2023,6:38:11,0.5199,1
Qlede7c8ASzAev5k5cks,1/8/2024,5:41:21,0.4948,1
MAguF5F754BQyfTG95uj,10/16/2023,5:41:05,0.6015,1
cQ9xER9ziWCZvynEFKna,2/12/2024,6:59:05,0.5086,1
Rbd53JIM7ImClKixWYRh,9/14/2023,6:41:10,0.6214,1
wlu9U5yMpRm69KuHjBfU,10/2/2023,5:41:26,0.5346,1
aNZVtwqSA1lqDRJJGvWX,10/2/2023,5:41:19,0.6501,1
kZqyCx66Oy2KNtkwy0Y9,10/30/2023,5:40:43,0.5633,1
9MZCawCMU7S0HSgjo2KX,10/9/2023,5:40:35,0.5641,1
ICUVWoF4WwNU36z2AbGu,1/8/2024,5:41:26,0.5143,1
NyNyIUOP9DrMQVze7Yu3,10/16/2023,5:41:11,0.4781,1
1fbr9B65iUA65TuTf4vi,11/27/2023,6:38:17,0.5854,1
fmOzS6E4CE1aSmeQN9qg,1/15/2024,5:42:42,0.551,1
SJOgll0f6TJ5iOWMOkr0,12/4/2023,5:41:25,0.6344,1
MfpI3KM9Qv5CYIvUMTML,10/23/2023,5:40:06,0.5225,1
xkPLYe3g0zMBLaM2hyKk,10/23/2023,5:40:00,0.5247,1
aSCcY4QdCpZ06G496NTc,10/30/2023,5:40:38,0.6136,1
iuuN2j9TKayvkjKf7j8K,2/12/2024,7:05:46,0.498,0
0aNjmRxrdUsFLZGXCfiz,11/14/2023,6:35:50,0.4464,0
uTeNQQDyNIgyGI8X9dvJ,2/12/2024,7:05:59,0.5455,0
MNiXoerzPXYQjdWscH2W,1/30/2024,6:27:27,0.4731,0
t45QJYPIukET5ouDE41V,1/22/2024,5:47:19,0.4622,0
w8NqOshTUqaAayN7mQPW,11/6/2023,5:49:04,0.456,0
Aq9NDgC5an4iqkph9A4H,11/27/2023,6:46:23,0.5257,0
AeqfUk5eAfHXGY45CzdL,2/5/2024,5:47:30,0.5458,0
lYAEQcjCovObwB3JOu4q,1/15/2024,5:49:52,0.529,0
Z1sytJUtar3PBhyNp97r,10/30/2023,5:47:39,0.4549,0
u9afvKHJuC3wTrUzHbPM,10/2/2023,5:48:44,0.4476,0
ympqJNtwSYjmjVyTqabi,9/25/2023,5:46:04,0.4337,0
7abAtPQXYzgPSvTcSlWb,1/30/2024,6:27:19,0.5467,0
cTE1sU92JVVnWpBeMhj5,1/22/2024,5:47:13,0.5042,0
JSaQVvYDEC34cWgLSZ8m,12/4/2023,5:49:20,0.478,0
RaT5z23Bvu6kh2FAO4Wy,10/23/2023,5:47:18,0.4421,0
alGXT57S3dEPGW0I517p,2/5/2024,5:47:24,0.4567,0
dj9pmWhpHbXGTAbSLCov,1/8/2024,5:48:52,0.4893,0
5JQSREkeiK5iE63oM9Ds,12/4/2023,5:49:26,0.4568,0
18qJn9TVscz6AMCMDLpY,11/27/2023,6:46:17,0.4945,0
Nl06XGenoZSEqdT60FBG,10/23/2023,5:47:13,0.4798,0
gwzwuc9QzqTMcI4BjJC9,10/9/2023,5:48:08,0.4928,0
TqIprjuhEBP99FZelEBO,9/25/2023,5:45:58,0.4566,0
MFqQjWPn70U1OOeH0QKV,1/8/2024,5:48:58,0.4498,0
69kO5wuU02o4MdUy69JX,11/6/2023,5:49:12,0.4814,0
6u9yA6WMideDn83wh9wu,10/9/2023,5:48:14,0.3993,0
nPm6RMQCmF7eNMovVqoU,10/2/2023,5:48:39,0.4489,0
D9C3053QmINLNQJUn6x7,1/15/2024,5:49:59,0.5007,0
6qZNq3JLAtKzLEBiNapd,10/16/2023,5:48:28,0.4591,0
dkHzJuKiaYUBtM0wBbw2,10/16/2023,5:48:23,0.4117,0
FNJc2SQgHFMKuUpbgr0Z,10/30/2023,5:47:45,0.5115,0
7GwG1uF1kkYAQKQVMnVo,11/14/2023,6:35:56,0.4327,0
y8BEmama8KiHlrnHETfq,11/27/2023,6:46:34,0.5192,1
aN4n05q6G3kgpHxMUtPq,11/14/2023,6:36:14,0.4736,1
Kz4CCiGeC9cCi4N4IWyh,12/4/2023,5:49:42,0.4747,1
ILQeYfu7aWPqW69ljTnP,12/4/2023,5:49:36,0.4024,1
MJrbI5czwvgJfMz63Bjt,11/27/2023,6:46:41,0.5265,1
RAImI8Dq34jpkX1O5HQm,3/18/2024,7:45:31,0.5654,1
Mrvm2nICouHzaE2Oyt1F,3/18/2024,7:45:25,0.535,1
Rahzd0zKl20O0yCJzmyZ,3/14/2024,7:41:08,0.5028,1
cJlzFwGRE4Z4Dvvt4spU,3/14/2024,7:41:03,0.5456,1
Wu62tWtK5mf5d2VEbhTc,3/11/2024,7:46:38,0.5185,1
oHNHpOJjrQ2UX1bmwksV,3/11/2024,7:46:32,0.511,1
hQgqbolVKTFBMgEGRyqj,3/4/2024,5:46:54,0.5242,1
t4Oeb09WtqVnZvLDh2Q8,3/4/2024,5:46:47,0.5487,1
2omQVkCz4iivL0fJzB8t,2/26/2024,5:46:26,0.5031,1
kGfkEV3PtfAYXRWGA1fX,2/26/2024,5:46:20,0.5177,1
OxVSN57T7QizyTLjvq3I,2/20/2024,6:30:52,0.5438,1
te1gczvWXiTGZfRj9px9,2/20/2024,6:30:44,0.5427,1
aCNGGwQ6MsSNzkHBSfBS,2/12/2024,7:06:25,0.497,1
iXfVt1MRVC31xCafyzpm,2/12/2024,7:06:08,0.4872,1
DAlg6x1uxrNFBrZcbDOV,2/5/2024,5:47:47,0.4754,1
vdqIO780uqhmULegGDZh,2/5/2024,5:47:41,0.5187,1
HIYIPW1yDxMgMVD4njuV,1/30/2024,6:27:02,0.5354,1
VM33dagoXEyMJVLJFF0s,1/30/2024,6:26:56,0.5481,1
ZYvKuTxlMh8pOi6AuDby,1/22/2024,5:47:36,0.5077,1
PNLbe0ffl3qp6sIMOUsS,1/22/2024,5:47:30,0.4977,1
svZjfS6rwhOUv7JI9NEm,1/15/2024,5:50:15,0.4871,1
PHkVx7sqfYZtnEcqn2fx,1/15/2024,5:50:09,0.5243,1
GnWKYW7Y70zZclHiTRwt,1/8/2024,5:49:14,0.4848,1
K6TOp9cWP4zOdjNIFcwK,1/8/2024,5:49:08,0.4866,1
KVNHQVSy1oyOryry8slr,10/16/2023,5:48:43,0.5337,1
IZBBB5QDdZOg0bPMit6C,10/16/2023,5:48:38,0.541,1
7lrj6a0160FZj0ffL6iM,10/9/2023,5:48:30,0.5561,1
LXOIk5GEWNYxzvmWhxKM,10/9/2023,5:48:24,0.5406,1
jtmD4XtNNjTxrVjly8ak,10/2/2023,5:48:59,0.6002,1
oHyrEL0x9qvYc8LdChSp,10/2/2023,5:48:53,0.5594,1
LvcjNobFi05HrqswSgUS,11/14/2023,6:36:08,0.5283,1
e1iPDv7JCOjS3mhaV3x0,11/6/2023,5:49:31,0.5109,1
KlWnrFDqWPQBjzJBjdcs,11/6/2023,5:49:24,0.5002,1
pJqQVXYH9J478NsYgTaC,10/30/2023,5:47:58,0.4845,1
1ValMDbinrjUq4scpTNO,10/30/2023,5:47:53,0.5708,1
S7gULGnwrAh7XAvNpfFX,10/23/2023,5:47:35,0.5338,1
Pp2turksVZO3EX5lwnD4,10/23/2023,5:47:29,0.5409,1
Hjw8xADJQmQfpenAk8Tz,9/14/2023,6:29:31,0.6207,1
2WvlLXmM9a0y5Ays3KWA,9/14/2023,6:29:22,0.5533,1
wH8es1965JugqLRe9vfs,9/25/2023,5:46:40,0.621,1
oBdNVi5iZuQBxdoIvw6L,9/25/2023,5:46:35,0.6408,1
RuZCcQy9qOIP0iLLqG0J,9/14/2023,6:29:16,0.6004,1
ovE8ZRF5Ut34WT9pjIeW,11/6/2023,5:49:42,0.4437,1
WBhcWsib7vjjadakJasc,10/30/2023,5:48:14,0.416,1
TLNO9oRv1WPdLRajYdDU,10/23/2023,5:47:51,0.5182,1
YoylyBfdPyxuVhItm7dP,10/23/2023,5:47:45,0.5541,1
LBsm5T6vMtNo2qsVS12r,10/16/2023,5:48:59,0.4222,1
YbQipLs05qQZdLD9pCAm,10/30/2023,5:48:09,0.4399,1
8TPwLpcQoS2lNxDdHg7e,2/12/2024,7:06:42,0.4988,1
Xbzn6hyHOSRQM7voNY15,2/12/2024,7:06:36,0.5098,1
jcgbdW9Gh5qLp9IPJ7kY,2/5/2024,5:48:05,0.5678,1
IfhxSyzj8OxbHx9TfZ6d,2/5/2024,5:48:00,0.5949,1
EuEms5qJwznhBrdb3gLk,1/30/2024,6:26:44,0.5147,1
K8lyUTaGiUit0WGQlQR5,1/30/2024,6:26:38,0.5373,1
bwDUvvfCp0ds6PQ5n5Jw,1/15/2024,5:50:30,0.4613,1
BYK9gy6F9NzhVj4CpIWm,1/15/2024,5:50:24,0.4851,1
w3uYD5LChMOaYYvJhTSQ,1/8/2024,5:49:30,0.481,1
Wt0G03vONwMKbE4ZuIcO,1/8/2024,5:49:24,0.4906,1
N6HJDLXlMPWLjWqbl61B,12/4/2023,5:49:59,0.4583,1
zlfnTRkD7sNNrwmga7RC,12/4/2023,5:49:52,0.4969,1
0ef7OvfwFkIGgI4sdmzf,11/27/2023,6:46:56,0.5419,1
how7lu7mnidorGspRn2j,11/27/2023,6:46:50,0.5234,1
vc47Dj4pe4m62IVfyk7Y,11/14/2023,6:36:34,0.5145,1
bdQxoekHc5vmWXpujyLt,11/14/2023,6:36:28,0.4341,1
6aX0e6E4jU7m62suYiUL,11/6/2023,5:49:49,0.4356,1
SpLZkdtwfmfC3rxDDcN1,10/16/2023,5:48:54,0.4325,1
75bvwRYSX3vgL8hsu96H,10/16/2023,5:49:17,0.5139,0
8hG9S9TuQV7MKDuru1ho,11/27/2023,6:47:07,0.5378,0
LnueX8C1fldbXqEZQajX,11/14/2023,6:36:47,0.5192,0
E5JfPExGSfW6TZhyJMDV,11/6/2023,5:50:09,0.5181,0
Pe4mMyKyb7NfKM7QiEu9,9/14/2023,6:37:55,0.5569,0
7xvgRW7XtR9hsWiqv6n9,10/23/2023,5:48:04,0.5262,0
SqLuOZNQDCVTKqegXqd3,11/27/2023,6:47:14,0.5614,0
5YpkINh0MofN8wiRwerf,11/14/2023,6:36:53,0.5442,0
5zzR1NpHLOofrmN8PIsq,11/6/2023,5:50:01,0.5251,0
zqiE4yCSAk0DfGl5ZCNk,10/23/2023,5:48:11,0.4722,0
SdEx9En0vkbWmFCTqhz3,10/9/2023,5:48:52,0.4536,0
fy6TpZCdFbRKMzHPFcja,10/9/2023,5:48:46,0.5504,0
KyakejFtmG3PF6RqKEmg,10/2/2023,5:49:24,0.5004,0
kgafAHKvNRm5gUN6wRGT,10/2/2023,5:49:18,0.5468,0
1YLifE6gfaiH0utm6Fgc,9/14/2023,6:37:49,0.5603,0
xMXGOCoGj1vm8WEyRNYU,10/16/2023,5:49:10,0.5532,0
thMJWOqtaoxsRB1RL3sr,9/25/2023,5:46:53,0.6226,0
M7Q42yFHRyfhxvhjMtqT,3/18/2024,7:46:47,0.5939,0
q2kXTZBwGFFwce2JN1GY,3/4/2024,5:47:37,0.5313,0
cwQKGNMEZ1KSVXppDVK3,2/12/2024,7:06:54,0.5737,0
3VeTZ4xJTIjD6LdFoNGp,1/30/2024,6:26:28,0.5687,0
IUGIwjClftwApFPCxMEZ,1/30/2024,6:26:22,0.591,0
lLWBmtDcdyPb7GqvdUJ5,1/22/2024,5:47:48,0.4939,0
DLdReB1HTNnFB8z9PVct,12/4/2023,5:50:13,0.4788,0
SYI14Bx7SM8VM4riIlzk,9/25/2023,5:46:58,0.6187,0
FH5SvKKISezUqL55z6nZ,9/14/2023,6:37:43,0.5368,0
4JQhFjIMPXakL9P6GauB,3/14/2024,7:40:11,0.4767,0
pkukWRhv92sEAVElQC3N,3/11/2024,7:47:42,0.5379,0
GmTISgl1ZhxdiKgtkJ3N,2/12/2024,7:07:00,0.6,0
3KS4QLokoF2KAF4UHxBs,2/5/2024,5:48:20,0.5523,0
KklBpe8vmFFI7bMJG6et,1/15/2024,5:50:46,0.5492,0
bdttgUE47KEazSmnMQFD,1/15/2024,5:50:40,0.5105,0
3piLEddNn6BeaYz9B6yE,1/8/2024,5:49:47,0.5288,0
58kpMcirQGdUEZjeJX42,12/4/2023,5:50:19,0.4658,0
gy7Jk6xvzqTZCfaPdqq1,1/8/2024,5:49:41,0.4917,0
kRORetkm9g6AZTNmx8fK,3/18/2024,7:46:53,0.5902,0
p02rXZIkYcRlquLXZbST,2/5/2024,5:48:14,0.5304,0
PEqgeti4xxJUURge1jDa,1/22/2024,5:47:54,0.4708,0
TGz5S4Q8FYIko2kOwgHr,3/14/2024,7:40:05,0.5611,0
nTiNyQTtdnJ8DyqoLYZI,3/11/2024,7:47:49,0.5395,0
qqrdWJmXN1NFCV34llv9,3/4/2024,5:47:31,0.5323,0
sipRe5bnR0Cs5fbLbekp,2/5/2024,5:48:34,0.5192,0
0wwJZ3ENmqSyH3zVHuj2,11/27/2023,6:47:31,0.4739,0
0Sv1hQFPNx5AXJi8nDlA,11/27/2023,6:47:24,0.48,0
Jk1aub7LQoUghf33KbQ5,11/14/2023,6:37:18,0.4852,0
RzWwi5m0OInGji5bxK30,11/6/2023,5:50:28,0.4943,0
wQ7HkuQkE7PbmyuhUzZp,10/16/2023,5:49:31,0.4286,0
nz5GHccJ7VDPmIkV76Cc,10/2/2023,5:49:41,0.438,0
eHmedIB3YDly18kiRSum,2/12/2024,7:07:41,0.4412,0
dbL4Sv9zttm0uxlJg4G4,2/5/2024,5:48:40,0.464,0
imvi4UXZzQROLmJ09aJy,1/30/2024,6:26:12,0.5618,0
UvKJ64pGLIXNH14D3sy3,1/22/2024,5:48:12,0.4104,0
D95saPrTgdeSRSwrJ73V,1/22/2024,5:48:06,0.467,0
bKXWuJCemP4YWxWuB4zg,1/15/2024,5:51:03,0.4544,0
AzUX8rTlaN6chy06dBvK,1/8/2024,5:49:58,0.3919,0
h3K22oLAuLyD712O1Zcm,12/4/2023,5:50:37,0.4919,0
kyCqYoeeqaZVQcJ6HymF,12/4/2023,5:50:31,0.5167,0
DIbGVRHWQfvDflV2UQ8Q,11/14/2023,6:37:12,0.4511,0
rROoMfoEF5IqaJL1Et9u,11/6/2023,5:50:22,0.4434,0
fP12Y0uTytcmTwcevRum,10/30/2023,5:48:28,0.496,0
CnFgtumwQddQxT8QtP29,10/23/2023,5:48:21,0.4292,0
3MJkbgjpGBhf6lro1WJn,10/9/2023,5:49:11,0.4121,0
vUzckC6uBdX4B6OHw2Ea,9/14/2023,6:28:34,0.4106,0
IbuOUdo8Tsf6j3RKKkVf,9/14/2023,6:28:27,0.4048,0
SVXB1goEyp9DkEGTZyb0,10/9/2023,5:49:06,0.4831,0
hFqqutP4Ce2y1FUVjBXP,2/12/2024,7:07:36,0.5728,0
cGRUg1IXFIvnBcmcfAxV,1/30/2024,6:26:06,0.4946,0
MwF6NNiWykqrOfmCUsEi,1/15/2024,5:50:57,0.4686,0
wKPDAXxezZHYPlcpjOxK,1/8/2024,5:50:04,0.3594,0
DC3xAiQNKXrVW1dCHDV3,10/30/2023,5:48:22,0.4834,0
TqlIH9pAIFS7jBXPZX4w,10/23/2023,5:48:28,0.4373,0
zIq4DmyQ0z4FDph4lxCg,10/16/2023,5:49:26,0.4714,0
rmumpXfhvim7r2a6DGCP,10/2/2023,5:49:35,0.4562,0
9CPY5zClce1eAh6IaiO9,9/25/2023,5:47:15,0.4016,0
KvZje46pyr1tIMfecp70,9/25/2023,5:47:10,0.3805,0
6Uk7ufwc8TBDDkmmJKDa,9/14/2023,6:28:41,0.4134,0
JXOFkprdQUwK16Dm1nmF,3/18/2024,7:47:10,0.5696,0
0tT8c0GnzlYRDLynr41j,3/18/2024,7:47:04,0.5878,0
Kee2lBJEOpnyutcK4lqe,2/5/2024,5:48:57,0.4867,0
ktxpVjPnWQuOQ68wdnB5,3/14/2024,7:39:37,0.5642,0
Cedi1JIY8eR9JUyPh6he,3/4/2024,5:48:03,0.4981,0
Ch0hvic00VTLOq4jnjkk,3/4/2024,5:47:53,0.6058,0
xbxay2OvCn4vgPMxoV1c,2/26/2024,5:47:44,0.572,0
nCXT5Zn09dcQjnNdKeG5,2/12/2024,7:07:57,0.5988,0
Mnmveg8hAFOhNs8m8aHq,2/12/2024,7:07:51,0.5963,0
3CZOdysEPuVflvZtPIZ9,3/14/2024,7:39:31,0.5725,0
TsE8ztrOny6Lj8NLsmMq,1/30/2024,6:25:57,0.5431,0
rz0dilSZ9Ah3LKEXJdo0,11/27/2023,6:47:48,0.5647,0
V78mC0Y8XCI0XdYQG1WH,3/11/2024,7:48:06,0.582,0
LBq3N74Ebq7VHFkftkcS,3/11/2024,7:48:00,0.6016,0
zoaWdjp5coNNGPO63jCK,2/26/2024,5:47:38,0.551,0
uWh8EDDSwhLJCsoxPhTN,2/5/2024,5:48:50,0.5296,0
RwnR9qiRpxJ4a3Azo0S0,1/30/2024,6:25:51,0.5518,0
3AF9iZ8t36ryVH52QLiu,1/15/2024,5:51:20,0.4842,0
YwPW9RgmwpR6Gss866Dv,11/27/2023,6:47:42,0.6262,0
TAv4a1aruxfVBDZ2pZcJ,12/4/2023,5:50:47,0.5432,0
dNVhdzn9coW5a8zpED1v,9/14/2023,6:37:26,0.5063,0
NGQb5bZRl3jHcs2M6035,1/8/2024,5:50:14,0.5508,0
8Q7NEvWGx6DW5OM9tIkn,12/4/2023,5:50:53,0.5396,0
V3Wnpt2kwK0fZcnlNTq4,10/9/2023,5:49:21,0.5551,0
RcFvzghICQefqz743Uzq,1/22/2024,5:48:22,0.5056,0
4YzyAhnZOW5OrrZnOYcs,10/16/2023,5:49:41,0.4977,0
js2UEAnwNsQ5LTEI994p,9/14/2023,6:37:32,0.5195,0
aXOActwVurpDHgjLgTkz,1/15/2024,5:51:13,0.4848,0
vbxx3s5iu3icZIdpG0Ow,11/14/2023,6:37:35,0.5336,0
iO4cDLnQbb0bSBXBYyMO,9/14/2023,6:37:20,0.4939,0
A8BOjwkFVbPKDPfNQqcB,1/8/2024,5:50:20,0.5186,0
viLbPLQ8NT0zteD62JId,10/2/2023,5:49:58,0.4595,0
7tEKwnUdtKuwZ1t1U44E,1/22/2024,5:48:29,0.5187,0
oXdXtrTU3GLY1EKePYus,10/9/2023,5:49:27,0.5509,0
nnwsYJgEfgLT7RFTAGw1,10/2/2023,5:49:53,0.4039,0
uPeFAsmZ6YkmmFyTXUoA,10/16/2023,5:49:47,0.5043,0
EfoiGIgIVNuxpiPzbY3N,9/25/2023,5:47:27,0.5312,0
