TestId,Date,Time,mRSI,injury_log
DH2pGwwW5d0Ag6mQfdHi,02-13-2024,15:25:10,0.6554,0
xT5VwzXnFQ1lqwzSdRW0,02-01-2024,15:29:21,0.6233,0
hz5RhqLf6zclkLMW0Xz2,04-04-2024,15:23:05,0.6459,0
HAvx0LVlwmQ1aJCPCPm6,02-01-2024,15:29:27,0.6228,0
FNzIsCi9Vnz0RLWEfg9z,03-06-2024,15:33:39,0.6334,0
16xpoZGvLrn8xzJwqO6i,01-23-2024,15:22:59,0.5882,0
S4B3wfYChMhm6TqGgrhZ,01-16-2024,15:18:11,0.5768,0
oCEKpbF3VlOU2ADJNYv6,04-11-2024,15:22:05,0.6015,0
lGhZ0qckyDa82E5nZPXF,04-08-2024,15:36:16,0.6064,0
6A5HT3ZdaRVzEVNOEL3x,03-28-2024,15:30:51,0.5888,0
OXCHuvncLC8ohpagICt8,04-11-2024,15:30:33,0.7507,0
DJrRr39YRSWiIrXwknDi,03-19-2024,15:33:44,0.5306,0
aBDSE8vYYXl5r5wtc4VN,04-04-2024,15:31:16,0.6517,0
V8MgWTwZXzMuBKgHTZGp,05-01-2024,12:08:33,0.6787,0
HIDKZjEcdMnSdPkgxJlw,03-14-2024,12:37:47,0.4787,0
td5COakWlIMKYpnhQ5Vw,03-07-2024,15:29:51,0.7226,0
7NefHCKrnmZQxnvzaBeZ,04-16-2024,15:26:58,0.7465,0
OJYBcvt5zgDCDhVDRHuL,02-15-2024,15:19:01,0.7177,0
VtTs71pho41yya7mwxaA,01-23-2024,15:36:00,0.6973,0
VcaQNVlsgavqSpvlgrAs,02-13-2024,15:36:03,0.5536,0
nE2gxi9mIr6J5imBEVff,03-06-2024,15:39:00,0.7482,0
gTUKW3Kaoj07TuQYk02w,02-29-2024,15:33:05,0.7602,0
8vChNWCReQD1mFYuIZ2B,01-25-2024,15:38:51,0.6199,0
h4wpwSv2gvUcwUQ2edb8,05-15-2024,10:06:07,0.5667,0
Pmw7YCby9ag26XZk2v9T,02-08-2024,15:38:04,0.5753,0
dSAdDoP1A91MKdSQ2vBS,04-26-2024,15:17:20,0.6001,0
3VJC9Tu9NeyMkYkHrjrE,02-13-2024,15:36:16,0.7391,0
wXG0kWgVrgC9eHoe80oW,04-16-2024,15:26:50,0.5976,0
dDhwzFNBIv7UdbN5NUv5,03-06-2024,15:38:54,0.6018,0
hVhcynG61pFgvlZZAWHk,03-19-2024,15:33:50,0.6148,0
qxeOF4DCnMMTRolqG7pa,01-30-2024,15:33:24,0.712,0
6ioI4FjZvIhZBDhdcCBo,01-18-2024,15:31:31,0.5937,0
VihfC0ArRcB4XBMoPluW,03-28-2024,15:31:00,0.7102,0
BbreHm9dWJF2i6iEkc6z,03-14-2024,12:37:53,0.5527,0
u6nMGLpxqRxLBI9UxLKP,01-25-2024,15:38:58,0.7262,0
81BgqHS3OEkfr4jtbz4l,03-26-2024,15:36:07,0.7402,0
oi6we0O7fxTgHjRSfDF4,05-22-2024,10:05:11,0.5553,0
cek8CyuX4DqPzHOpxfBK,04-26-2024,15:17:30,0.7173,0
v0vav2FS5VnTWwEVfURO,05-03-2024,14:04:18,0.7243,0
Ib4ZOkU5rFu7O0Ja6lAG,04-23-2024,15:29:49,0.8174,0
4GEvnygVH9zDXhEClX3J,02-13-2024,15:36:43,0.8035,0
JHMAs7qnGrp4LNbSrVjF,02-06-2024,15:30:47,0.7983,0
HQNoumKZ070C3bVG4E8F,01-15-2024,15:39:20,0.7499,0
QWKxnynwgCDzlRxaSDFl,01-23-2024,15:35:54,0.5447,0
O2JSSHy6ul4HNxJ2ceue,04-19-2024,15:05:42,0.6014,0
pF3Q4C6GGLqV03bAjwM5,01-16-2024,15:31:43,0.576,0
llosz4EUCqIrOIuDXOxD,04-23-2024,15:29:26,0.8513,0
dETwu4hNDmQBjaNkIozT,01-30-2024,15:33:31,0.7211,0
tP2q9iS9SD4sX9ua7Oxc,05-15-2024,10:06:24,0.6582,0
yUy9rb2yyABUTlAHhKIr,02-08-2024,15:37:57,0.5365,0
kna9IyA0zjjf4G51XxlR,04-23-2024,15:29:15,0.6334,0
talOzIot4d8YHwcRUBJM,05-22-2024,10:05:22,0.6269,0
JL6han5ySpeA4nOiu2nt,01-16-2024,15:31:49,0.6615,0
qqoGhWpZhstB5nWu9prw,02-06-2024,15:30:53,0.6704,0
0ra3Nd8RuMTNyt5qKZDC,02-01-2024,15:40:37,0.5578,0
tpDrx7ehacwoUqg09fzH,02-01-2024,15:40:43,0.7361,0
RoeWwIW63bQVisaPhBIz,02-06-2024,15:30:40,0.6996,0
GsGoGidZ90Lv5m9Zji6Q,02-08-2024,15:37:50,0.5591,0
4Jvr74KIQc49Z8uGccbh,04-19-2024,15:05:57,0.7107,0
LF4ytKNCwhTDTmJhdW28,01-15-2024,15:39:10,0.7099,0
U4ewxXdjLllWSAReEqYY,05-13-2024,13:21:26,0.7114,0
AU53PRCUSTiNjElBuc2U,04-26-2024,15:16:46,0.5515,0
4Jx4jdPcd6iN007OeQvG,05-08-2024,15:17:37,0.6288,0
lSwyIAwPZhUdA4UXNgPV,01-25-2024,15:38:32,0.6544,0
TgVlmAGn9KXXptht3WCF,02-01-2024,15:40:54,0.4684,0
CQgAMkABXnS4Fn89mHoj,02-29-2024,15:32:46,0.5209,0
5IumqWYnoMIHKaf6aeMF,04-04-2024,15:31:27,0.5549,0
C0MFapiudwzmaIbbZ171,03-28-2024,15:30:25,0.5521,0
VpQgO7CMlAZQpyl6vik6,05-13-2024,13:21:06,0.5084,0
AvrrhjZyB7jy17ugKZ74,01-25-2024,15:38:38,0.7286,0
BCxGMKJjv7H3QWZ7uijo,03-21-2024,15:22:15,0.589,0
rlL4iQVwU4qmZaQiHzLH,05-13-2024,13:21:12,0.5632,0
9nB07qCEIr6rgwwG8RgJ,03-26-2024,15:35:47,0.5381,0
RWKrbfE82t8nd3zBHXMc,01-23-2024,15:36:17,0.7252,0
KqfT3pbZMkdVAcjbOaTl,02-13-2024,15:37:06,0.6158,0
AkmHaRRLdonpVV9cofd4,03-05-2024,15:20:41,0.5978,0
NuLOKFTrJQtQGWGeosXg,04-11-2024,15:30:11,0.5957,0
JVRV1cut7iVuc0KdBZm2,05-03-2024,14:04:27,0.625,0
cNskC8wWbJaFR4BUuxbW,03-14-2024,12:38:05,0.5981,0
jLfA2z1aZezM4mfNVzRr,04-16-2024,15:27:09,0.6194,0
QD9kjRdzCM9IWpekwgJP,02-01-2024,15:41:00,0.607,0
xj361rKjQ2cqxBlYjKEi,01-15-2024,15:39:44,0.6712,0
uySOLvcz24xvIoRQzoSo,03-05-2024,15:20:55,0.6533,0
GrjRp3kouRIpPNow0DnF,01-30-2024,15:34:02,0.5408,0
UFG2bISNSVmlgithgtRM,02-06-2024,15:30:23,0.5403,0
2uWlyak7HdjrV5loxLXX,05-15-2024,10:06:34,0.5146,0
g9tk6aCQ4IXJt4DqAbyM,03-07-2024,15:29:32,0.4999,0
gqciWzU25KFLI7Dnazsp,02-20-2024,15:25:46,0.5626,0
s2eRNF8fH4inYVqClJp5,04-11-2024,15:30:22,0.549,0
k2x2XRlvu7csttQC20rV,04-19-2024,15:06:12,0.6391,0
3dJ6uEUAEZoCt1meDA4p,05-15-2024,10:06:41,0.6088,0
sjGyYV5lbfjY7Tub6VmW,02-29-2024,15:32:55,0.6029,0
gqvWqL6E4dsIi4NVtOXi,03-07-2024,15:29:40,0.6241,0
WTHoKzIbiIhru9yYMbss,03-14-2024,12:38:13,0.5738,0
pDC0k57ghmt510ZEUF1E,05-22-2024,10:05:33,0.6041,0
MUd1IP6x6l7u9oEm6ZIz,04-23-2024,15:28:43,0.671,0
maWDutendP4QCNiQ0tQg,02-15-2024,15:18:09,0.4971,0
fu9OnGRwncQj0g0UxjKI,04-26-2024,15:16:53,0.5471,0
Gcpfp6PLldKgdwcIp4Gv,02-20-2024,15:25:25,0.5048,0
xatC7SwOH1pZnPkj7IjQ,03-26-2024,15:35:54,0.5822,0
cMFI3yYw70u7hzGc9Lmw,01-16-2024,15:32:09,0.5189,0
MtPEOOnjB9MTdQwSzi6V,02-08-2024,15:35:48,0.5264,0
xLDbjr6koUcisPLun6Wm,04-08-2024,15:35:58,0.5545,0
3bhmV951knHCMtYSvNkN,02-06-2024,15:30:29,0.5473,0
MgjAvFl0Whul8PHwVZmG,02-06-2024,15:30:17,0.5206,0
5MbVVqKBpyWcVDFHTcf4,04-26-2024,15:17:06,0.5943,0
Zx5FtJZDJmqE7NxkWXGc,05-08-2024,15:17:44,0.6468,0
gKCywPoRIpmisu56gFdK,03-28-2024,15:30:35,0.5823,0
fyHHoOytXM9UEQZhoOPY,01-16-2024,15:32:00,0.5342,0
V3R5SQoO8Dlg1Bs2g0Xr,02-08-2024,15:35:42,0.5385,0
9cgRanXhD7witnw2OKM6,02-08-2024,15:35:55,0.6417,0
gjnUZ55KJjWdMVXrj5q1,05-01-2024,12:08:15,0.6195,0
oKvp80P5QdUJHQhPKOnQ,04-08-2024,15:36:05,0.6444,0
dpvxnq9EerYxpCYbzv7a,01-18-2024,15:31:20,0.5788,0
fR1EMfaFbvvgxbaMolIT,03-19-2024,15:32:25,0.592,0
Ung3EdTFdeF3DDyVEZZM,02-15-2024,15:18:19,0.6799,0
A8EBhA6dCuR6D3VqTB1O,02-27-2024,15:22:51,0.6374,0
pWupWhq9N7TBAwverWFq,02-27-2024,15:22:45,0.5892,0
HeMS1JE1hP7PlIVVMFbQ,01-30-2024,15:34:08,0.7099,0
Utg5gEcZL17dciELsMf7,04-04-2024,15:31:36,0.6626,0
vST7OV1iF4gM9rIU7qfU,04-23-2024,15:28:26,0.663,0
sePLk5kLrluqdrYbG4xY,02-13-2024,15:36:56,0.7563,0
Df2ASxw4s0RmACEsfQek,01-23-2024,15:36:10,0.7,0
jLU7Ug7jSIeNl8LRo4yZ,01-15-2024,15:39:35,0.5941,0
S0AeT1NgLTSmQRNCOPSc,02-15-2024,15:14:42,0.6205,0
jMFpPDaVuOpAaP3mSGr7,05-03-2024,13:59:23,0.6029,0
XT0ipoJJh32VB34ic61D,05-13-2024,13:15:45,0.6302,0
QUatbErfLUbvSKIUaaDe,01-18-2024,15:26:41,0.6371,0
z00RFnGY8NRxFU11RCb6,04-08-2024,15:33:04,0.5004,0
gpaB0pb6xnDJ0QEgRghP,04-26-2024,15:11:41,0.5573,0
frNbieVVAmiamK18GRIO,02-08-2024,15:26:11,0.5959,0
5X5dIAx8bnrMF5M2Z6g5,03-19-2024,15:28:06,0.6199,0
BrGLArhj64n0j67MI8En,01-16-2024,15:26:06,0.6286,0
QqNGDtLbzXb2aabDbyVK,01-30-2024,15:28:27,0.6412,0
8Wccxpwto5sBBpQkHPVP,05-08-2024,15:19:53,0.6295,0
GO1K6ahPhGxZT1dvCUPH,05-22-2024,9:57:47,0.6219,0
7Yq62nHJoAeYdzXK7AJF,04-19-2024,15:00:59,0.5405,0
lC2sgnswyo0fPAyZFhMD,02-08-2024,15:26:20,0.5895,0
ukbCCHro9wipXtZHOL06,02-06-2024,15:25:43,0.5935,0
aqQ6JQCysL8GTRdcWd9x,04-23-2024,15:26:19,0.5623,0
ElMpiAFt64M1HWIySUAZ,01-25-2024,15:32:47,0.6189,0
lldSrwIny0pwzWN1E9wg,04-16-2024,15:25:24,0.5981,0
n0GQigqLD9R8hWKJVWbM,05-08-2024,15:20:04,0.6138,0
X36F5QbeUoXZCiH543ED,01-23-2024,15:29:37,0.6042,0
VJdBASvVnd7wo5ZXYXjT,05-15-2024,10:01:36,0.5801,0
AP5GpgglPuJUtYaflUg1,02-06-2024,15:25:28,0.5934,0
aSXcFCUrQqFUTCsCcqgH,02-06-2024,15:25:36,0.6127,0
tYWGp8iIF3X3VbcA1trH,03-28-2024,15:26:37,0.6516,0
o407V96ESESBiezrwqsv,04-04-2024,15:27:34,0.6723,0
AcVVV0GBD2qWJgOZHuwd,01-23-2024,15:29:44,0.5884,0
QOrZ4yVOuacotPxH9X1h,01-16-2024,15:25:59,0.606,0
7xcnbWb3s81ahgE20Qag,02-29-2024,15:29:18,0.6577,0
HVqUMwaiCLDbgvqhRfqT,03-07-2024,15:26:44,0.683,0
TYPMJp3SB1RiIirZGTHt,01-25-2024,15:32:57,0.5828,0
TVtdNZ32fIXJjQmZ9J8d,04-23-2024,15:26:10,0.5728,0
TvJ9mhte79DXdcH1QxKq,04-26-2024,15:11:52,0.5972,0
pRRSHCSqLczGr3atVhdo,02-08-2024,15:26:03,0.576,0
Z9uB7xJMNLxXy5KwsQhB,03-14-2024,12:31:50,0.5566,0
DU1NGmbMhusCxRm4RzYt,03-14-2024,12:31:58,0.5755,0
cinUfzzgEahCcj5hZi3D,02-13-2024,15:31:12,0.6058,0
d2GyCJ9piE6ktOjSbEc7,04-19-2024,15:00:48,0.5736,0
bdTwYIqeCb4MoSD83ydH,01-30-2024,15:28:20,0.5921,0
wE6rKdKSMLgefiUOfclX,02-13-2024,15:31:04,0.6246,0
yIXEZ8rhfL5AUkG1dCSI,02-20-2024,15:23:39,0.6188,0
ir9E6Me7HNqPeLGWlJgK,04-11-2024,15:25:53,0.6155,0
QzuT6JTAVAlsT6Bdjfpz,03-26-2024,15:32:33,0.6417,0
mp5j2DwPrlzRQfi6Wjd9,02-20-2024,15:23:31,0.6487,0
SsJS8NGiZYWbb7ul2Y1V,01-15-2024,15:31:31,0.6513,0
lXG7BxG4p8AxPsbLvBDg,01-15-2024,15:31:23,0.7113,0
f8gOAQUSJejvH99lAnzc,02-27-2024,15:20:43,0.5625,0
iay7WySXIqY8duaElc9h,02-07-2024,14:39:08,0.6275,0
zTeI7d3Mtt7ro363txZq,02-01-2024,15:29:47,0.6186,0
Hfjnd5X9uTpw7GheXncl,03-14-2024,12:26:30,0.5919,0
IvLRqUxyTxc4XElK886I,05-15-2024,9:55:59,0.6041,0
M5dyLnFK6LApSW60DDdg,01-23-2024,15:23:17,0.6078,0
frAM687pUg4lwgGaH3WD,04-04-2024,15:23:17,0.6337,0
doQax4en330OsgBMywNT,01-25-2024,15:25:49,0.6931,0
HkyHzADzpQwa1DsIu15R,03-06-2024,15:33:49,0.5936,0
VODN9liREgtfBSZxT8bP,04-19-2024,14:55:36,0.5354,0
B0CVmd4asRqAgptRg6oE,04-23-2024,15:32:53,0.5692,0
18pxPC1PDumKe3N6bPib,03-07-2024,15:22:52,0.6282,0
tputOstABnp6a7AXPzF2,03-28-2024,15:22:00,0.5744,0
yCcsHpbSNVNCddcvpzNW,02-29-2024,15:23:14,0.6081,0
dpAiwdimbRAhxqh1vdw2,05-22-2024,9:52:23,0.577,0
asJMHoK60Av1MOHS5af7,05-13-2024,13:10:16,0.6115,0
YLNCdd9GcTrJyjcJvA7P,03-14-2024,12:26:24,0.5899,0
gSwCjuobH96YLYPPmBur,04-11-2024,15:22:16,0.5999,0
r69ES8UuuVhHPjVrLdsp,03-26-2024,15:29:05,0.6553,0
iAk2kwxuWu8VcWl8ZQpR,01-23-2024,15:23:24,0.5287,0
gJqk80KzoRqgj8AtV9Gs,01-16-2024,15:18:24,0.4986,0
IXwZghfhrdr7uEs9pYV1,01-15-2024,15:25:29,0.5956,0
fnIi4tRov84op8TR3Hlh,02-07-2024,14:38:27,0.5869,0
MecxQWHbGMrA2edf8pe8,01-16-2024,15:18:31,0.445,0
ZKbcbXjLZrAZlvxddScY,04-08-2024,15:29:45,0.5899,0
It6UvK38RrXYduyq7H0u,01-15-2024,15:25:21,0.5989,0
u4BLzdQJ8jmrpPyTbkdq,02-13-2024,15:25:24,0.6537,0
uOEBBbVG6CntWlW7QJmm,04-26-2024,15:07:00,0.5695,0
uXcL9fqIvzVsrpuZnvWP,02-01-2024,15:29:39,0.6107,0
D8Hli5zLexd7Vgm1fNK0,03-19-2024,15:31:47,0.6436,0
vEr8FLaM54UrOVv5moUt,02-15-2024,15:11:24,0.6314,0
Il4PMiB5UAyPGKoKaQ5Z,04-23-2024,15:33:02,0.5052,0
Lo9WcFuruOkfKYaX34w5,04-19-2024,14:55:51,0.5271,0
adHr5V29ewEyXhI2ueL7,03-19-2024,15:31:38,0.4939,0
qaI1VKbKA2twyNzcGtWK,02-08-2024,15:30:26,0.5231,0
OkyYUvFijviGcgUsOnIW,01-25-2024,15:25:58,0.5956,0
WZ5GsjtfREBWMrrUrz00,02-07-2024,14:38:52,0.5678,0
JCRtofh0FDbDwGhuoZRw,04-16-2024,15:29:56,0.5734,0
cEsQYVxDxHxh3ZQ6uD5X,01-30-2024,15:22:07,0.6201,0
wzO2pu4PnOFmZ4R4KaWt,02-08-2024,15:30:09,0.6658,0
C0jIj7G4c1xaQzu1rzLl,02-27-2024,15:20:37,0.6436,0
ILLOKfOGb3EwcNKWmgrY,05-13-2024,13:10:06,0.6349,0
gT0ORRkB6yT7Up06qs9f,02-08-2024,15:30:15,0.5434,0
ldVCpiaCp1dct6MdrOCG,01-30-2024,15:22:14,0.594,0
T4LrXbun3587EyAQ80jq,03-19-2024,15:31:55,0.6861,0
V1kIRt6DdRn3Ubl92qQS,03-07-2024,15:23:03,0.6953,1
rIGurXUHV1u4qCfzjS9k,02-06-2024,15:21:03,0.7062,1
zK26ySyhVF9QZcQeYfjh,02-01-2024,15:30:02,0.6424,1
JrjwWHQAM0LIPSAcQH5l,01-25-2024,15:26:12,0.6211,1
qMVeP6v1vaed51h8w1Cl,01-15-2024,15:25:52,0.6273,1
o8D0LBhYjRbErC8u4kGx,02-08-2024,15:21:50,0.7151,1
WCeM9gioAZdJ90Pn00du,02-29-2024,15:23:25,0.6014,1
u6R8drmaKmNMQL21i4MS,02-13-2024,15:25:39,0.7003,1
V38uex1AwMh8LMUIZOlB,01-16-2024,15:18:59,0.5359,1
2FGf6d1IRGi9w1k3z5NW,02-06-2024,15:21:09,0.7023,1
P0ZgWQJG6qNxzq8eBiAc,02-29-2024,15:23:34,0.6113,1
WUrb0gmdxPPF8jPXqToW,01-23-2024,15:23:42,0.6949,1
LS0G2GZPntaWP6uW1eCL,02-15-2024,15:11:38,0.6968,1
1iRxKLlq2fTf7ho1Qv7a,01-18-2024,15:22:11,0.6456,1
If8xIgq72eqnIh7VHZ0M,03-14-2024,12:26:50,0.6233,1
fJdIp6Wej6ITJxh76X26,03-14-2024,12:26:43,0.584,1
SO74JvKyHZ1oN9XqYKrX,01-30-2024,15:22:32,0.7027,1
Shr4hFbyJbb8u6p8mNxw,01-25-2024,15:26:19,0.656,1
cbnllmwh8kDud75EbScm,02-08-2024,15:22:05,0.7307,1
x8OJaRE2tKoUeYLsbD3u,01-16-2024,15:18:51,0.6653,1
bIGx7E9lbd0Pc2XXqSr1,02-29-2024,15:23:43,0.6476,1
KhIQodKn0kecLPzry6j3,03-21-2024,15:24:09,0.5973,1
QE7vrJPLjBDZ90oDFlPJ,02-08-2024,15:21:57,0.7528,1
0eXj8aI2H9jbOXZ4ckni,01-23-2024,15:23:36,0.7097,1
f5AXGlitRttc2hchOK2f,01-15-2024,15:25:45,0.6814,1
Sr3MfY5BSLWedHMxJHvD,01-30-2024,15:22:25,0.618,1
Lschlou7qUKQzyp7DRov,02-01-2024,15:30:09,0.7222,1
nQNi1lVmM5yCHc0Dm6FM,02-06-2024,15:21:15,0.7605,1
GqHwj9FCbW76YNTa3ewP,04-23-2024,15:22:11,0.5646,0
D4qOXPLt6r3vG4gFA9Ar,04-19-2024,14:56:07,0.5463,0
MaOgk2vZXAH8KBdmiSVT,04-26-2024,15:07:24,0.5971,0
AAuQb8w9n4MublOC2Ryd,02-08-2024,15:22:17,0.6819,0
Ri5j8u8gOLPCZrcSppYO,05-08-2024,15:25:50,0.6275,0
aMVOHrTZRL0Sqr76isFz,05-15-2024,9:56:11,0.5023,0
VB63dEmAFBMdFaZPRbJA,01-16-2024,15:19:20,0.5576,0
n1FMTmQ3OT7tV3BTyjhN,05-22-2024,9:52:47,0.5787,0
EFDZ8UqR4tzP2AyYYWUW,01-15-2024,12:01:32,0.6089,0
8Xj2yOmbJhCOBaonjsLg,05-13-2024,13:10:28,0.5973,0
1hZMl7DqstYGSArV5nGQ,01-15-2024,12:02:53,0.6032,0
XeoSpweNuGzZsIBQm27o,04-11-2024,15:22:26,0.6659,0
Aqh27dl43GeZGJBBH52M,01-25-2024,15:26:32,0.6897,0
urcWgvEEJq8b1x6ExOBR,03-06-2024,15:33:59,0.6588,0
5XQGOaI1N0r6a4Pt84YB,01-30-2024,15:22:42,0.6291,0
SRg67CuIeFktKxD84rlP,01-25-2024,15:26:40,0.5903,0
koqE2TalbnedRRPF9xWk,02-01-2024,15:30:20,0.7042,0
7WM9ib9Jz3iUGnhNCnYV,01-23-2024,15:23:59,0.5846,0
xkyD92X49Sj2c9MOfhuX,02-08-2024,15:22:24,0.6031,0
XhWWVk61YXGt0viUdFJJ,05-08-2024,15:25:57,0.5849,0
a2kQ6ndTuiaxjLznyNXS,03-19-2024,15:23:19,0.5665,0
WVLuJDu05LerkQS0Fbo5,04-19-2024,14:56:19,0.5625,0
trZ2mvYguwAqDPKpVQg7,05-15-2024,9:56:20,0.6071,0
G9AZyie0J40jBA00rqq8,02-15-2024,15:11:51,0.6256,0
wWW3y5prB0T5FBqeuDaZ,04-16-2024,15:21:41,0.6091,0
9xKMzkoQoc6GLYJP3XdA,04-23-2024,15:21:56,0.5253,0
NoJ95Oc2x7fsm1KvlJWL,03-14-2024,12:27:10,0.5416,0
rvJU4hOupj5V9rFz3Xsa,01-16-2024,15:19:12,0.6483,0
AXFbxetsTFVJ4MKW6uZf,01-30-2024,15:22:50,0.6349,0
kjHF9qtC91ZTzApNXjdM,02-29-2024,15:23:56,0.6594,0
m9CQRkaMt2LQYxfHXxPw,01-15-2024,12:01:23,0.5951,0
Fb6fT1nYq2677N3mWbiP,03-19-2024,15:23:08,0.6077,0
PbM5f0i3NNdzJFBwVGb1,02-06-2024,15:21:38,0.5143,0
5NXgo8sVciJlnsHicwlo,03-14-2024,12:27:03,0.558,0
LmohbROTHsD906twXTa5,02-13-2024,15:25:50,0.6763,0
49KbIJizxW5vyqpBrl9s,05-03-2024,13:54:23,0.652,0
QhBOilnSCKTOAYTg4RZD,03-07-2024,15:23:18,0.6261,0
zcxCUf8WeHq4DNyrqvNL,01-23-2024,15:23:53,0.6927,0
cIjMSPel5lQmPUNM3z9w,02-06-2024,15:21:26,0.6514,0
EahIdaZ4tYloLU4Ad9ay,04-23-2024,15:22:22,0.527,0
bf71s94idkZCFmqKFRGq,02-01-2024,15:30:27,0.6926,0
Tnsm71NCkPWtnptRWz01,03-26-2024,15:29:16,0.636,0
vb5J2DUkmo3p0mgiEeKY,03-28-2024,15:22:17,0.6708,0
dff1iW0VGeKe9FKL0sUz,04-08-2024,15:29:59,0.6282,0
dfJatHP9Nn9CksCmqMOn,05-01-2024,11:56:03,0.6425,0
8jtYbhrS1LYKU6LGbqKl,04-04-2024,15:23:30,0.6466,0
TcIzvmYfWc2bdW2ofrkz,02-06-2024,15:21:32,0.5613,0
05EDUWq3fyMSyKeYZ0e6,04-26-2024,15:07:17,0.5874,0
Wcm77chXVie0uvJFeIVC,01-18-2024,15:22:22,0.7067,0
9yTdyQ9tikrcommgzCc6,01-25-2024,15:27:04,0.6954,0
oZNQiVVFjLgIFF6SmKT0,05-01-2024,11:56:32,0.724,0
BWMVVdFEOijNDf1XCZbW,03-14-2024,12:27:21,0.7304,0
0onX7yoBSovoCZhVHrDd,03-28-2024,15:22:32,0.7767,0
jffKYqrKCN3LILIEVg1J,02-27-2024,15:21:02,0.6373,0
W601N8ufyx5OndM1ZR66,02-27-2024,15:20:56,0.6776,0
CXLv4r4NvIcjZb9hL4KJ,05-13-2024,13:10:48,0.6838,0
72iXVqdBFXpp03NgZ5MI,02-13-2024,15:26:16,0.7228,0
MJtRTJNafqxgXKoheUbN,03-07-2024,15:23:31,0.7427,0
1efONBkEqecna6i1s4b7,02-13-2024,15:26:08,0.6994,0
A8oDJKQjjr2jlBdyKDzp,02-27-2024,15:21:11,0.7472,0
EQAMwIsWkZT9fYGvPyGR,01-15-2024,15:26:34,0.7991,0
y94rXGa4NjVmDcGq5ndq,01-16-2024,15:20:21,0.6566,0
ZBZzlUgZ6KPOGzWj0JiD,03-19-2024,15:23:36,0.8159,0
weSOrAAaLbzuL3C57mch,03-14-2024,12:27:28,0.6573,0
G9nCYAvcT9WQJ6y6klHV,05-22-2024,9:53:23,0.6326,0
p3tmj5F29NkXyLSdj53e,01-23-2024,15:24:17,0.737,0
rmSBE5O7CKw0ck0WT6mN,02-08-2024,15:22:51,0.7291,0
CkKCUTNkTvtRgfctnV4l,05-13-2024,13:10:40,0.721,0
bbnJ7MnFA1PEFMtfzfmg,02-20-2024,15:21:32,0.7109,0
A47xbV75ZQ7069LdVMzF,01-18-2024,15:22:40,0.7096,0
GRWo96Ta1KF1ppUh7T5S,05-01-2024,11:56:45,0.6984,0
R5v3H3sGlRtxbH3DdaBG,05-15-2024,9:56:40,0.7205,0
E55dWPjy9WVS3kqq9bHu,05-03-2024,13:54:57,0.726,0
x4ye8SjHuemULIxGZQtM,01-23-2024,15:24:10,0.7487,0
DJs8tSIj1LueqJVZz65L,02-08-2024,15:22:44,0.8015,0
ydtmtZiMXJ1vWn7MMM2P,05-08-2024,15:21:20,0.7468,0
h6UQcIF2XAR84fB2CB7M,05-22-2024,9:53:00,0.6754,0
HCviZ5JM0Tnhy4D0ZlBu,03-26-2024,15:29:30,0.8038,0
bJJKKIeeeaTWkM5Anf0U,04-08-2024,15:30:12,0.805,0
ige8KMkVNSg70Qvxt6FE,01-25-2024,15:26:55,0.7141,0
YUfvQf8011zLaBmjDxxJ,03-19-2024,15:23:30,0.8006,0
pgVkk36xBHxR7cPDX9uC,04-23-2024,15:22:37,0.8037,0
DRWWQMDvw11UdhCw8OI4,01-15-2024,15:26:42,0.7235,0
lpq2TJKus7XS6IgEdKAL,01-16-2024,15:20:15,0.6925,0
1apacX6xg6OvUyuqlEL1,02-08-2024,15:22:37,0.8427,0
EGnBAx4rGNkWssoQrMbk,04-11-2024,15:22:43,0.8361,0
B5ntMiyxtBOH6eoG2Xqc,02-20-2024,15:21:24,0.7043,0
DVI6343WyqcOnOVW5ha7,05-03-2024,13:54:46,0.6706,0
lQFRsXGARwPj6e2uT7mJ,02-01-2024,15:30:37,0.7072,0
8uBCUVpzWyX6UgyvOAgB,02-15-2024,15:12:02,0.7574,0
JR4DF9TujrwALVwfQ5ZA,05-03-2024,13:54:37,0.6747,0
62PnP0curkVb4d7bRnDc,04-04-2024,15:23:43,0.7923,0
0uAy84NG8XFKPk2W1wtL,02-29-2024,15:24:09,0.7627,0
JYwg200wDBdJI6sEgSws,04-26-2024,15:07:36,0.7635,0
3QGN2xy4UtetGm7X5ve3,02-06-2024,15:21:57,0.7876,0
4bXtKKSeOL4zk2341Ssh,03-06-2024,15:34:09,0.7916,0
1gXTjgO2MDIJDJZOQLhg,01-30-2024,15:23:01,0.7602,0
9MedumTBZX11bt7HFDY1,04-19-2024,14:56:32,0.7663,0
OhTDqaUMWEy32CBHk6Vn,05-15-2024,9:56:31,0.6982,0
T6qgar0MGLVkxUmKjiDH,02-06-2024,15:22:06,0.8184,0
SxJm9kPL0zMopockGbLI,01-30-2024,15:23:07,0.7265,0
i6L2xcfauteKLAXFN65A,02-06-2024,15:21:51,0.8597,0
Tfj2HDBb4Fsgm4hIYQuq,05-08-2024,15:21:32,0.7587,0
PfFXQsQdzEMRhA8UGHIR,04-16-2024,15:21:53,0.7938,0
TCvFWV25cw4ZHByfd5yJ,05-01-2024,11:56:19,0.686,0
rpJgrJOgRyta5JZ5qdPf,02-01-2024,15:30:45,0.6731,0
QHNA2aKgnpsb9fjwe6pc,9/18/2023,17:14:16,0.4488,1
