TestId,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
IguuAem0r7wj79VbK3tK,2/13/2024,16:30:21,MSQ3,, ,Countermovement Jump,,,754.427,0.3455,200.2333,-0.2011,11158.3333,-10485.0371,2109,279.5499,1474.5417,195.4519,2096,277.8267,1860.0495,246.5513,2326,308.3135,0.251,45.3888,0.12,21.6998,0.182,32.9114,0.517,0.553,85.7353,202.2498,515.822,287.985,2.359,-0.7207,-1.1317,1.6384,2.6037,2.6898,-954.1127,-12.4066,-1293.087,-16.8143,2673.5599,34.765,56.3031,4329.9286,-3.2443,1014,1082,5.2135,775.7083,698.8333,-5.0731,1104,1222,-3.9438,893.3462,966.7033,-19.1934,4508.3333,6650,10.0771,-7.5933,N/A,-80203.1027,4895,890.0549,648.8368,8.1512,2647,2248,20.5059,536.2844,353.7705,N/A,0.9349,0.6248,176.2665,2.292,1.1148,339.5555,4.4153,2.6299
MydkfiVJSbCqzl4EyH3O,2/13/2024,16:30:13,MSQ3,, ,Countermovement Jump,,,755.609,0.3031,187.8404,-0.1744,14545.4545,-13486.9221,2352,311.2721,1478.5091,195.6712,2352,311.2721,1975.1688,261.4009,2631,348.196,0.226,46.1224,0.11,22.449,0.154,31.4286,0.496,0.49,78.711,188.9667,467.1585,267.6777,2.4008,-0.6861,-1.0273,1.5983,2.4387,2.5258,-887.8761,-11.5272,-1129.0261,-14.658,2700.8427,35.0648,55.5669,4280.0025,-0.2551,1173,1179,6.0208,783.7636,694.7455,-4.0669,1262,1369,-3.1469,956.5065,1018.6623,-6.875,6772.7273,7772.7273,11.4706,-6.0827,N/A,-27688.6424,5912,899.4737,782.4152,-8.4912,2705,3207,12.1829,504.5279,394.9458,N/A,1.0122,0.6186,161.828,2.101,1.0219,305.3305,3.9641,2.4533
4j0wrcdW0u2s8iAnllV6,2/6/2024,16:32:29,MSQ3,, ,Countermovement Jump,,,755.2,0.3107,190.0667,-0.1792,13740.3846,-12185.5877,2184,289.1949,1562.8173,206.9409,2184,289.1949,1854.185,245.5224,2374,314.3538,0.212,43.3538,0.104,21.2679,0.173,35.3783,0.486,0.489,83.2697,191.1954,483.6555,274.4651,2.2961,-0.7075,-1.087,1.5888,2.469,2.5609,-971.6379,-12.6215,-1304.1561,-16.9409,2561.3294,33.2715,53.2123,4096.4284,-3.2051,1057,1127,1.9485,796.6346,766.1827,-5.813,1118,1256,-5.5123,875.9884,978.1965,-17.0049,5701.9231,8038.4615,3.9837,-10.4358,N/A,-41155.1974,4556,890.9116,603.2839,5.8824,2412,2144,-13.1069,387.0702,503.8414,N/A,0.9939,0.6354,161.8105,2.1019,1.0817,321.845,4.1807,2.4836
LoqrWwSHL6YvTiU9OL4V,2/6/2024,16:32:23,MSQ3,, ,Countermovement Jump,,,756.215,0.3033,188.0356,-0.1671,12043.8596,-12784.8025,2136,282.4594,1427.4737,188.7656,2123,280.7403,1848.4566,244.4353,2392,316.3122,0.193,40.2083,0.114,23.75,0.173,36.0417,0.482,0.48,75.8315,190.0063,482.8715,265.8378,2.5056,-0.6694,-0.9999,1.5821,2.4393,2.5442,-844.1822,-10.9512,-1083.8421,-14.0601,2527.3202,32.7857,53.4219,4118.0898,0.6123,1068,1055,2.1176,728.8509,698.6228,-2.6756,1164,1228,-3.1668,894.9595,953.4971,-1.6752,5921.0526,6122.807,4.1789,-6.1154,N/A,-43876.7064,3922,884.7315,518.6356,21.9786,2392,1530,29.4137,572.4817,312.2498,N/A,1.0042,0.6318,162.04,2.1021,0.9837,320.8315,4.162,2.4649
cMinRy3dxQ61yPbo0S7T,2/6/2024,16:32:17,MSQ3,, ,Countermovement Jump,,,757.036,0.2698,177.5445,-0.128,19120.4819,-18460.2967,2363,312.1384,1587.8313,209.7432,2346,309.8928,1989.131,262.7525,2723,359.6923,0.221,49.2205,0.083,18.4855,0.145,32.294,0.454,0.449,68.1525,179.8128,420.5695,247.9653,2.6384,-0.6031,-0.9031,1.5255,2.3007,2.3999,-835.7487,-10.83,-1110.9908,-14.3967,2569.2527,33.2935,53.6621,4141.0952,3.0691,1209,1137,9.2814,867.6024,720.2289,-4.8843,1295,1428,-5.9787,935.1034,1054.0276,-5.104,9072.2892,10048.1928,17.1333,-11.2094,N/A,-53818.3795,4711,900.0398,622.2954,-3.1628,2281,2430,-1.0459,445.3131,454.7266,N/A,1.0111,0.6009,130.9865,1.6974,0.8831,289.583,3.7525,2.3301
gQIrIQQipgjQtS0Gt62o,2/13/2024,16:27:26,MSQ7,, ,Countermovement Jump,,,783.752,0.3826,218.9052,-0.2771,7509.5541,-7095.5542,1966,250.8447,1426.5924,182.0209,1964,250.5895,1777.7738,226.8286,2023,258.1174,0.288,43.2432,0.157,23.5736,0.221,33.1832,0.548,0.666,100.3314,220.6428,617.2325,320.9742,2.1991,-0.8572,-1.2681,1.6176,2.74,2.8247,-1081.0406,-13.5311,-1469.4391,-18.3926,2629.516,32.9129,57.2279,4572.1184,-1.0183,972,992,-4.1464,683.7197,742.8726,1.6312,1028,995,-0.1252,887.7738,890,0.933,3789.8089,3719.7452,-7.9893,-0.2288,N/A,-11305.0636,3976,993.5659,507.3033,12.5755,2238,1738,22.475,608.435,385.1309,N/A,0.8228,0.5745,223.3805,2.796,1.2558,393.852,4.9297,2.7617
sp3tV7I9XUT5SMXTMkyE,2/13/2024,16:27:20,MSQ7,, ,Countermovement Jump,,,787.376,0.3652,214.8568,-0.2496,10882.3529,-8338.6254,2081,264.2956,1596.1008,202.7114,2078,263.9146,1866,236.9897,2177,276.488,0.332,50.9985,0.119,18.2796,0.2,30.722,0.539,0.651,95.5858,216.7418,563.5005,312.3276,2.2675,-0.7818,-1.2051,1.6004,2.6769,2.7543,-1105.2224,-13.7701,-1563.7497,-19.4829,2703.1775,33.6792,57.2334,4593.7002,8.7584,1130,948,8.3934,865.0336,731.0672,6.3849,1158,1019,4.4598,974.61,891.39,16.4479,6336.1345,4546.2185,15.4385,8.5592,N/A,-11797.9932,4194,955.7846,532.6553,40.2957,2942,1252,20.6619,576.6339,379.1507,N/A,0.828,0.561,189.2835,2.3583,1.1909,374.217,4.6624,2.7004
K57qkA7uZnRShjiHpOYk,2/13/2024,16:27:14,MSQ7,, ,Countermovement Jump,,,788.069,0.3951,223.6604,-0.2833,8069.4444,-6885.5594,1951,247.5672,1516.75,192.4641,1951,247.5672,1794.0404,227.6502,2020,256.3227,0.395,51.8373,0.144,18.8976,0.223,29.2651,0.563,0.762,104.3436,225.2881,618.853,329.6317,2.1591,-0.8393,-1.3096,1.619,2.7842,2.8575,-1139.8574,-14.1891,-1560.1651,-19.4212,2677.0313,33.3241,58.1529,4671.6139,3.6392,1011,940,2.205,775.0972,741.6528,3.5644,1046,974,1.8879,913.9552,880.0852,6.8847,4312.5,3756.9444,4.2906,3.7239,N/A,-11323.7493,4458,940.6162,565.6865,58.367,3530,928,6.6951,501.7956,438.8207,N/A,0.7388,0.5185,217.8255,2.7115,1.2989,401.0275,4.992,2.8044
M2UGxvISTSXDvu41utIt,2/6/2024,16:32:54,MSQ7,, ,Countermovement Jump,,,781.947,0.3825,218.3701,-0.2576,11939.6552,-8405.3421,2165,276.873,1650.4224,211.0658,2163,276.6172,1854.6961,237.1895,2217,283.5231,0.378,54.1547,0.116,16.6189,0.204,29.2264,0.55,0.698,100.0431,219.9023,570.1685,319.9455,2.1981,-0.8122,-1.2651,1.685,2.7396,2.841,-1184.9597,-14.866,-1645.1865,-20.6399,2788.972,34.9893,59.1201,4712.4158,7.4434,1162,1001,6.4357,878.319,772.1034,5.9089,1174,1043,0.74,934.2108,920.4853,11.6245,6663.7931,5275.8621,12.0607,1.5173,750,-12749.3856,3464,1065.9053,442.9968,-12.2402,1520,1944,-6.9316,496.0107,569.8947,-12.9785,0.788,0.548,190.749,2.3931,1.2551,379.4195,4.76,2.7588
wEQHAdkCyeIiVBou5cVv,2/6/2024,16:32:48,MSQ7,, ,Countermovement Jump,,,781.198,0.3901,220.2979,-0.2806,6609.4675,-6771.697,1900,243.2162,1352.7396,173.1622,1900,243.2162,1739.5304,222.6747,1985,254.0969,0.306,43.4043,0.169,23.9716,0.23,32.6241,0.559,0.705,96.028,221.3465,629.0725,317.3745,2.305,-0.7969,-1.2097,1.657,2.7664,2.8785,-967.3112,-12.1471,-1228.9206,-15.4323,2623.8691,32.9496,59.0538,4702.6227,3.8947,987,913,1.157,684.1953,668.5444,3.6776,1029,956,-0.2344,867.7261,871.8043,12.265,3710.0592,2899.4083,2.2326,-0.4399,N/A,-13108.2689,4679,962.0886,598.9519,14.1697,2671,2008,-17.6815,395.9886,566.1,N/A,0.7929,0.5533,228.0505,2.8638,1.2059,401.022,5.0359,2.7796
che7BjmaNCxKNSVxdDZQ,2/6/2024,16:32:42,MSQ7,, ,Countermovement Jump,,,784.487,0.4021,224.602,-0.2945,7037.9747,-6455.4481,1901,242.324,1417.4114,180.68,1901,242.324,1769.5702,225.5704,1978,252.1393,0.342,46.978,0.158,21.7033,0.228,31.3187,0.562,0.728,99.4406,225.5355,627.788,324.976,2.268,-0.818,-1.2456,1.6175,2.8086,2.8865,-1034.3584,-12.9346,-1381.7424,-17.2787,2657.1051,33.2271,59.2896,4741.2724,4.5765,994,907,3.1994,731.3797,686.0316,3.7412,1026,952,3.5567,916.2544,853.3158,10.6115,3892.4051,3145.5696,6.1654,6.8738,N/A,-9145.2785,3856,933.2292,491.5314,31.8983,2543,1313,9.3738,510.3539,422.8753,N/A,0.772,0.5523,223.3895,2.7935,1.2435,404.3985,5.057,2.8203
Bf0bJcT7pHD8QTWtDqyF,2/13/2024,16:27:53,MSQ13,, ,Countermovement Jump,,,916.915,0.3565,247.1994,-0.1644,14975.2066,-16621.2646,2732,297.9556,1658.3058,180.8571,2732,297.9556,2500.9872,272.7611,3232,352.4863,0.193,41.0638,0.121,25.7447,0.156,33.1915,0.532,0.47,88.7988,248.4683,591.2525,337.267,2.7981,-0.6563,-0.954,1.6827,2.6448,2.7339,-953.2672,-10.1989,-1188.2049,-12.7125,3646.0834,39.0092,65.0801,6082.8683,5.4173,1440,1292,-2.0647,812.0331,846.2727,1.2995,1637,1595,-0.5572,1243.5256,1257.4615,21.9647,9132.2314,5842.9752,-4.2536,-1.0478,N/A,-23609.0417,5422,1052.5578,591.3307,-0.4795,2698,2724,-20.1327,420.3246,632.2332,N/A,1.1319,0.7585,199.7455,2.1371,0.9501,391.507,4.1887,2.6583
1FcBmwVdSBrpaOU1hFF2,2/13/2024,16:27:46,MSQ13,, ,Countermovement Jump,,,915.526,0.388,257.4962,-0.1957,12092.3077,-12713.0654,2488,271.7563,1657.3231,181.0241,2488,271.7563,2387.4914,260.7781,2997,327.3528,0.23,42.9907,0.13,24.2991,0.175,32.7103,0.547,0.535,95.6426,258.817,633.695,354.4596,2.7061,-0.6892,-1.0295,1.7067,2.7591,2.8424,-1011.4621,-10.838,-1295.97,-13.8865,3599.5592,38.5698,65.0573,6071.5238,-3.7781,1197,1291,-4.5133,791.2615,866.0615,-3.37,1448,1549,-2.1419,1168.1771,1219.3143,-5.3435,5723.0769,6369.2308,-8.6289,-4.2002,N/A,-30580.081,5885,1121.7055,642.7999,7.9694,3177,2708,-10.0908,504.2581,617.4475,N/A,1.0224,0.7252,214.661,2.3001,1.0248,419.034,4.49,2.7733
hPvWhhc21aS2mAMjaT3p,2/13/2024,16:27:40,MSQ13,, ,Countermovement Jump,,,917.571,0.3014,227.4598,-0.1431,16433.9623,-18742.5926,2682,292.2935,1677.5943,182.8299,2653,289.1329,2397.539,261.2919,3355,365.6393,0.206,44.206,0.106,22.7468,0.154,33.0472,0.488,0.466,79.6825,229.2251,547.476,308.9075,2.8767,-0.5898,-0.8614,1.644,2.4318,2.5752,-868.591,-9.2863,-1057.1609,-11.3024,3311.4474,35.4036,60.9233,5698.4152,-1.7716,1303,1350,-0.9993,830.4151,847.1792,-2.4143,1637,1718,-6.9257,1115.7468,1281.7922,1.1481,8311.3208,8122.6415,-1.9996,-12.9231,530,-26503.4793,5329,1337.7415,580.7725,-16.4196,2227,3102,6.777,714.2,623.5415,12.6794,1.0472,0.6468,176.945,1.8918,0.8519,370.531,3.9614,2.4507
Fj6kHiMfm7TZXw53CE47,2/6/2024,16:33:37,MSQ13,, ,Countermovement Jump,,,915.897,0.3938,259.5143,-0.2388,6934.1317,-8711.1525,2080,227.0998,1514.9701,165.4083,2075,226.5539,2143.4575,234.0282,2576,281.2543,0.227,37.4587,0.167,27.5578,0.212,34.9835,0.558,0.606,99.4622,261.2643,707.8515,360.7265,2.6268,-0.7254,-1.0745,1.6223,2.7796,2.8722,-987.1247,-10.5729,-1244.2565,-13.327,3193.0734,34.2004,61.7066,5761.1535,-2.9398,1007,1068,-7.63,699.6886,815.2814,-1.3199,1271,1305,-1.0165,1060.8349,1082.6226,4.1451,3610.7784,3323.3533,-14.2258,-2.0057,700,-16603.4857,5702,1279.5229,622.5591,-2.8411,2770,2932,-7.6991,590.5057,689.0171,-14.3131,0.9208,0.6498,252.417,2.7036,1.0653,455.4345,4.8781,2.7984
c1NnULCcfx6L5BDLlt2w,2/6/2024,16:33:14,MSQ13,, ,Countermovement Jump,,,917.49,0.3707,252.2303,-0.2267,6541.1765,-8999.2409,2040,222.3457,1404.2118,153.0493,2030,221.2558,2127.4545,231.8777,2637,287.4146,0.262,40.8736,0.17,26.5211,0.209,32.6053,0.542,0.641,82.1837,253.8816,683.794,336.0653,3.0892,-0.6284,-0.8869,1.6085,2.6969,2.8033,-792.879,-8.4776,-1024.3819,-10.9529,3108.956,33.2416,59.655,5579.2899,-3.6453,978,1052,-6.757,654.6647,749.5471,-0.1896,1316,1321,-1.017,1052.9091,1074.5455,6.6547,3488.2353,3052.9412,-12.7152,-2.0121,700,-18417.4295,4092,1266.5857,445.9994,19.5503,2446,1646,4.3451,660.81,605.7757,8.3401,0.8456,0.5783,238.157,2.5464,0.8787,445.637,4.7648,2.7146
J0nJKQVC7Fv0kJBoaSvj,2/6/2024,16:33:07,MSQ13,, ,Countermovement Jump,,,919.216,0.3578,248.2578,-0.2296,7205.8824,-9330.5099,2142,233.0247,1438.5353,156.4959,2142,233.0247,2119.6087,230.5888,2629,286.0046,0.269,41.6409,0.17,26.3158,0.207,32.0433,0.533,0.646,87.6668,249.5383,683.7495,337.2051,2.8464,-0.6571,-0.9397,1.6264,2.6494,2.7796,-847.4387,-9.044,-1052.0772,-11.2279,3089.6072,32.9727,58.9427,5523.0451,-4.2951,1025,1117,-8.285,659.6765,778.8588,-3.7657,1265,1364,-5.2341,1004.3333,1115.2754,5.1429,3788.2353,3417.6471,-15.36,-9.9379,570,-21658.6422,3969,1344.2912,431.781,-33.1822,1326,2643,-16.7549,559.5281,784.7632,-28.6896,0.8251,0.5538,243.9335,2.6033,0.9356,439.816,4.6938,2.6631
GzQQzc1HZCtWswheh1pq,2/13/2024,16:28:21,MSQ11,, ,Countermovement Jump,,,783.087,0.3185,199.552,-0.1786,10838.9831,-11559.545,2064,263.5722,1424.7458,181.9397,2064,263.5722,1938.2023,247.5079,2508,320.2709,0.295,50.3413,0.118,20.1365,0.173,29.5222,0.497,0.586,75.0712,200.8459,503.7955,275.9172,2.6754,-0.6358,-0.9473,1.5763,2.4999,2.5975,-801.3873,-10.0393,-1042.4912,-13.0596,2681.6358,33.5938,55.8507,4458.306,2.7132,1060,1004,-2.1651,696.9492,727.7966,-3.5885,1209,1299,-3.9495,930.8266,1007.3757,3.6747,5618.6441,5220.339,-4.2802,-7.5538,N/A,-63247.9943,4344,951.8035,554.7276,3.5912,2250,2094,3.4551,492.3447,459.4588,N/A,0.8481,0.5435,167.4755,2.098,0.9404,336.32,4.2132,2.5161
FvwXFNVSMJqzLNO7QcJa,2/13/2024,16:28:15,MSQ11,, ,Countermovement Jump,,,784.365,0.3263,202.3075,-0.1972,9960,-10287.149,2029,258.6806,1443.52,184.0368,2029,258.6806,1914.2737,244.0539,2429,309.6773,0.325,51.6693,0.125,19.8728,0.179,28.4579,0.502,0.629,81.7649,203.2452,523.457,285.01,2.4857,-0.6727,-1.0251,1.5883,2.5302,2.6256,-863.6585,-10.8017,-1147.9776,-14.3577,2681.0164,33.5313,55.7855,4460.3656,0.4436,1019,1010,8.2387,781.224,662.296,-4.8991,1155,1274,-5.2616,906.7765,1007.4972,-13.0924,4328,5632,15.3498,-9.9616,N/A,-73100.559,4059,945.3255,517.4887,-2.0941,1987,2072,-6.0481,444.0755,501.25,N/A,0.7981,0.5188,179.8105,2.2489,1.0226,343.6465,4.298,2.542
NMlNzs940dOcDNSJ2euz,2/13/2024,16:28:09,MSQ11,, ,Countermovement Jump,,,782.747,0.3145,198.209,-0.198,10440,-10530.1453,2085,266.3696,1419.224,181.3132,2085,266.3696,1902.9379,243.1102,2384,304.5684,0.275,47.6603,0.125,21.6638,0.177,30.6759,0.493,0.577,78.9036,199.2933,514.5865,278.1969,2.5258,-0.6661,-0.9932,1.559,2.4841,2.5765,-836.1573,-10.4794,-1084.8564,-13.5963,2616.4993,32.792,54.2774,4330.8315,-6.7626,972,1113,-2.0377,695.152,724.072,-5.5369,1126,1258,-4.454,909.0904,993.8475,-16.1686,4376,6064,-3.8923,-8.5456,N/A,-57107.0021,4497,954.7254,574.5151,12.9197,2539,1958,9.3457,521.9754,432.75,N/A,0.8544,0.5451,176.747,2.2151,0.9889,337.8395,4.2341,2.4977
RFABpVpWrjFfuDPQwnVS,2/13/2024,16:28:51,MSQ4,, ,Countermovement Jump,,,863.407,0.2584,198.1592,-0.1277,28285.7143,-23844.7864,3045,352.6726,1927.1299,223.2006,3045,352.6726,2178.404,252.3033,3183,368.6558,0.275,54.672,0.077,15.3082,0.151,30.0199,0.471,0.503,80.8057,200.072,477.7345,280.8777,2.476,-0.6286,-0.9304,1.5856,2.2515,2.3888,-1037.5002,-11.788,-1338.8152,-15.2116,2852.6263,32.4114,52.0609,4582.037,-7.9146,1402,1643,-19.9334,771.4935,1155.6364,-7.8228,1467,1716,-3.0793,1055.6623,1122.7417,7.1625,15155.8442,13129.8701,-33.5174,-6.031,680,-27920.9378,6116,1170.3132,708.3565,-3.826,2941,3175,17.6578,688.4824,481.8309,30.0057,0.9364,0.5137,147.288,1.6735,0.9181,330.4465,3.7545,2.2732
9nFAr0KJ5QCJawuUqxBM,2/13/2024,16:28:43,MSQ4,, ,Countermovement Jump,,,862.213,0.2775,205.0921,-0.1324,28078.9474,-22552.2434,2986,346.3181,1924.3553,223.1879,2986,346.3181,2191.0779,254.1226,3150,365.339,0.294,56.1069,0.076,14.5038,0.154,29.3893,0.488,0.524,79.6438,206.1227,484.0755,285.7665,2.5881,-0.6104,-0.9086,1.6254,2.3335,2.4682,-1003.5616,-11.4182,-1339.7827,-15.2436,2961.652,33.6968,54.7167,4809.1147,-5.7602,1407,1579,-8.1593,883.6711,1040.6842,-4.5079,1504,1646,-2.5096,1068.0455,1123.0325,-1.1246,13881.5789,14197.3684,-15.177,-4.924,N/A,-25923.7776,5611,1031.9852,650.7673,-17.5904,2312,3299,-4.119,494.7391,537.2461,N/A,0.9313,0.5296,145.172,1.6517,0.9062,338.9035,3.8559,2.3452
etJEjM5gKgFc3gIxKGCG,2/13/2024,16:28:35,MSQ4,, ,Countermovement Jump,,,862.727,0.2503,194.8896,-0.1282,25876.5432,-23221.3945,2977,345.0686,1867.8148,216.5013,2954,342.4026,2183.0946,253.0458,3152,365.3531,0.284,55.3606,0.081,15.7895,0.148,28.8499,0.464,0.513,80.3516,196.8779,474.794,277.2295,2.4502,-0.6276,-0.9269,1.5474,2.2161,2.3421,-1007.8201,-11.4598,-1304.4016,-14.8322,2800.36,31.8427,50.8589,4472.7133,-4.4685,1411,1543,-13.5942,806.9506,1060.8642,-5.0127,1497,1655,-1.9567,1070.1892,1112.9054,9.1603,14123.4568,11753.0864,-24.1815,-3.8684,N/A,-29301.5784,5092,1066.4141,590.2215,-10.2514,2285,2807,-12.6794,465.5996,600.8145,N/A,0.9045,0.4879,150.2325,1.7083,0.9137,324.5615,3.6906,2.2387
xKZdfmegT7UCEmGpglzF,2/6/2024,16:34:15,MSQ4,, ,Countermovement Jump,,,858.05,0.2361,188.2583,-0.1514,18440.8602,-16979.5358,2570,299.5163,1670.3226,194.6649,2570,299.5163,1979.1131,230.6524,2752,320.7272,0.352,57.4225,0.093,15.1713,0.168,27.4062,0.451,0.613,74.6779,189.6106,488.2395,264.2885,2.539,-0.5898,-0.8598,1.507,2.1523,2.3134,-853.7082,-9.7604,-1116.6394,-12.7664,2504.3738,28.6323,47.2101,4129.3165,-1.7121,1263,1307,-7.1469,775.4731,894.8495,-3.7064,1325,1427,0.0274,989.8274,989.2857,7.9883,9956.9892,8483.871,-13.486,0.0353,N/A,-1.2385,4299,697.6347,501.0198,-9.3278,1949,2350,-56.6373,151.2565,546.3782,N/A,0.7357,0.3852,154.4765,1.7661,0.8538,333.763,3.8159,2.1678
V5ZWNBHTBSVyWD6FkhOE,2/6/2024,16:34:08,MSQ4,, ,Countermovement Jump,,,859.25,0.2629,198.9285,-0.1496,24250,-19501.8839,2917,339.4821,1895.2976,220.5758,2907,338.3183,2094.2037,243.7246,2960,344.4865,0.253,50.7014,0.084,16.8337,0.162,32.4649,0.477,0.499,85.9985,201.503,498.877,287.5015,2.3431,-0.6837,-1.0017,1.5808,2.2712,2.4218,-1110.642,-12.6801,-1442.1528,-16.465,2758.5889,31.4946,50.9004,4458.3233,-5.332,1376,1531,-13.2012,822.5476,1072.75,-6.7568,1380,1580,-1.6138,1030.2037,1064,10.7511,13428.5714,10821.4286,-23.5663,-3.2123,670,-23867.6926,4813,1169.9985,560.1397,-9.786,2171,2642,-14.2862,501.4254,668.5731,-25.0251,0.9559,0.5269,158.1755,1.8059,0.9818,340.7015,3.8898,2.3005
b83nGiGvBWzxFKjuH0CM,2/6/2024,16:34:02,MSQ4,, ,Countermovement Jump,,,858.675,0.2576,196.7885,-0.1408,21964.7059,-19375.602,2728,317.6988,1820.7647,212.0435,2728,317.6988,2063.1104,240.2667,2889,336.4486,0.27,52.1236,0.085,16.4093,0.163,31.4672,0.471,0.518,80.8346,197.6745,491.4605,278.5091,2.4454,-0.6139,-0.9241,1.5673,2.2482,2.3995,-966.8648,-11.046,-1286.2283,-14.6946,2708.7121,30.9459,50.1353,4388.3747,-0.9531,1351,1377,-5.2434,862.6471,958.1176,-3.2191,1398,1491,0.1103,1032.6933,1030.4172,10.0161,12082.3529,9882.3529,-10.1315,0.2062,570,-24883.4031,4823,1228.3895,561.6793,-15.5712,2036,2787,-29.6429,432.1298,796.2596,-45.7171,0.9093,0.4973,153.822,1.7574,0.9235,337.6385,3.8574,2.2583
pP8eLR7FXKcCKqkvMjuU,2/13/2024,16:29:24,MSQ5,, ,Countermovement Jump,,,718.013,0.4016,205.4569,-0.3275,8868.6131,-5886.2372,1928,268.5188,1423.7299,198.2875,1928,268.5188,1561.4385,217.4666,1932,269.0759,0.338,47.0097,0.137,19.0542,0.244,33.936,0.567,0.719,96.0707,206.7373,576.371,302.808,2.1519,-0.8507,-1.3208,1.697,2.8071,2.889,-1076.8553,-14.7128,-1468.2373,-20.0601,2404.3636,32.8501,54.9218,4019.8362,-6.5353,901,1027,-8.0887,654.2847,769.4453,-6.5217,903,1029,-4.3164,747.0205,814.418,-4.3621,4240.8759,4627.7372,-14.9879,-8.2687,640,-32869.0104,5715,1035.1875,795.9466,-6.4567,2673,3042,-13.3916,448.2797,586.9078,-23.6136,0.7886,0.5586,194.4385,2.6566,1.3126,381.9325,5.2182,2.8246
kXTWTnWasdWHD7tpB6b0,2/13/2024,16:29:17,MSQ5,, ,Countermovement Jump,,,718.709,0.3783,199.5938,-0.2714,10247.8632,-7086.1118,1923,267.5631,1552.094,215.9558,1920,267.1457,1630.0545,226.8031,1928,268.2588,0.258,43.3613,0.117,19.6639,0.22,36.9748,0.547,0.595,96.9005,201.4305,540.536,298.3311,2.0787,-0.8356,-1.3384,1.636,2.7244,2.8051,-1161.4258,-15.8529,-1692.4564,-23.1011,2415.961,32.9766,55.8284,4090.1477,-6.3542,899,1021,-4.9743,737.4444,814.6496,-7.4689,892,1036,-7.007,757.9182,872.1364,-4.754,4880.3419,5367.5214,-9.4777,-13.0818,390,-35536.3387,5098,1222.859,709.3274,-0.1569,2545,2553,2.6481,627.6205,595.2385,5.1571,0.9193,0.6358,180.9895,2.4704,1.3226,359.5465,4.9076,2.7494
KRKSkmKfOnpVKiHr8Btx,2/13/2024,16:29:09,MSQ5,, ,Countermovement Jump,,,718.698,0.3833,200.9062,-0.2934,10213.6752,-6502.8853,1908,265.4801,1622.265,225.7228,1968,273.8285,1606.6211,223.5461,1908,265.4801,0.303,46.8315,0.117,18.0835,0.227,35.085,0.554,0.647,105.1113,202.4981,554.8415,307.6094,1.9265,-0.891,-1.4471,1.6375,2.7423,2.8241,-1295.9138,-17.6888,-1938.1952,-26.4558,2394.7092,32.687,55.9117,4096.1931,-2.3374,961,1007,-4.385,775.5641,846.7009,-1.3627,941,967,-0.7598,797.207,809.4141,7.2803,5478.6325,4735.0427,-8.4681,-1.5137,N/A,-31044.3345,5327,922.168,741.2015,10.4186,2941,2386,0.7209,464.4078,457.7602,N/A,0.8563,0.5924,189.199,2.5825,1.4347,365.6425,4.9909,2.764
