TestId,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
hF4C6e3QCblzkShVbA05,11/13/2023,6:25:35,WSD3,, ,Countermovement Jump,,,596.613,0.2889,144.7996,-0.2001,6796.875,-7376.5052,1476,247.3966,1148.3359,192.4758,1476,247.3966,1304.4488,218.6424,1495,250.5812,0.253,43.1741,0.128,21.843,0.205,34.9829,0.479,0.586,70.1735,145.8248,414.6705,215.9984,2.0781,-0.7465,-1.1614,1.4356,2.3809,2.4735,-765.8461,-12.5927,-1054.0304,-17.3312,1700.7612,27.9653,48.7174,2962.837,1.7615,751,725,2.3655,587.75,560.5859,2.8763,769,726,0.1189,653,651.4488,12.8736,3835.9375,2960.9375,4.5729,0.2633,N/A,-20835.1418,3305,748.3225,553.9604,-15.5825,1395,1910,-34.8692,243.6942,504.6283,N/A,0.8174,0.493,146.54,2.4095,1.1539,268.1305,4.4088,2.3978
PO1ueOKgbE6M6vf4sfAO,11/13/2023,6:25:23,WSD3,, ,Countermovement Jump,,,596.967,0.3028,148.329,-0.2438,6082.0896,-5807.0614,1416,237.199,1187.8806,198.986,1419,237.7016,1240.8268,207.8552,1416,237.199,0.268,42.3381,0.134,21.169,0.231,36.4929,0.482,0.633,78.7704,149.4241,446.0875,228.1945,1.897,-0.805,-1.303,1.4271,2.4375,2.5221,-866.1076,-14.2328,-1270.0981,-20.8716,1637.6058,26.9109,48.3008,2939.2437,-4.0169,681,738,-3.9428,570.5224,617.3582,-4.3785,677,739,-2.6211,604.1515,636.6753,1.8405,3097.0149,2985.0746,-7.6136,-5.1132,470,-36917.8499,4250,895.8213,711.9322,9.2706,2322,1928,27.7354,572.1404,323.6809,43.4094,0.7615,0.4784,158.764,2.609,1.2944,287.3235,4.7216,2.4555
PCysBEGBhpOxqGxxfkJq,11/6/2023,6:37:11,WSD3,, ,Countermovement Jump,,,589.554,0.3073,147.566,-0.2441,6362.963,-5931.5668,1448,245.6094,1158.1778,196.4498,1449,245.779,1224.1416,207.6386,1449,245.779,0.262,41.5873,0.135,21.4286,0.233,36.9841,0.495,0.63,76.3292,148.5689,441.854,224.8981,1.9464,-0.7998,-1.2775,1.4878,2.4555,2.5611,-834.7614,-13.8902,-1173.3762,-19.5246,1657.7019,27.5837,48.348,2905.5809,-2.0014,710,739,1.6936,588.8963,569.2815,-2.0014,710,739,-1.9448,600.1674,623.9742,-7.7998,2933.3333,3429.6296,3.3808,-3.8074,N/A,-36099.2735,3986,754.6062,676.1043,6.0712,2114,1872,0.252,378.254,376.3522,N/A,0.7857,0.4878,155.919,2.5944,1.2701,285.935,4.7579,2.4721
F9eNaIaRFBEUseHpbrec,11/6/2023,6:37:06,WSD3,, ,Countermovement Jump,,,590.381,0.2933,144.3702,-0.2351,4780.8219,-5495.0274,1292,218.8417,1075.8699,182.2331,1291,218.6723,1199.1975,203.1226,1357,229.8516,0.255,39.9061,0.146,22.8482,0.238,37.2457,0.478,0.639,70.5279,145.5293,442.7635,216.0572,2.0634,-0.7298,-1.1818,1.3959,2.3989,2.4995,-718.7279,-11.9427,-1040.6178,-17.2913,1554.5778,25.8315,47.8016,2876.7746,-6.1193,606,685,-1.0676,532.1918,543.6781,-0.8106,673,684,-3.0689,581.1975,618,-15.7593,2013.6986,2767.1233,-2.0481,-5.9588,N/A,-60256.1659,3654,741.4436,618.9224,-15.1067,1551,2103,2.5231,380.0756,361.368,N/A,0.748,0.459,156.7235,2.6042,1.1719,286.04,4.753,2.4182
ieKUBD8yT46YDAUDftRp,10/30/2023,6:27:09,WSD3,, ,Countermovement Jump,,,582.275,0.3194,148.5889,-0.2221,7244.0945,-6746.0208,1498,257.2668,1187.8819,204.007,1501,257.782,1278.8879,219.6364,1498,257.2668,0.285,45.5272,0.127,20.2875,0.214,34.1853,0.495,0.626,76.4421,149.8086,424.8065,226.2507,1.9598,-0.8186,-1.2993,1.5041,2.5034,2.5928,-871.1224,-14.6764,-1215.7269,-20.4822,1748.1941,29.4531,50.9503,3024.165,-4.064,720,781,-3.3388,574.1102,613.7717,-4.1389,718,780,-0.5883,635.6822,643.2056,-8.0435,3330.7087,3913.3858,-6.4254,-1.2,N/A,-257308.4848,5030,771.1028,863.853,10.8946,2789,2241,35.0228,520.5823,250.5206,N/A,0.7907,0.5102,150.391,2.5337,1.2879,274.4155,4.6233,2.5239
ITaZv7rBBHL72sDLDruS,10/30/2023,6:27:02,WSD3,, ,Countermovement Jump,,,582.644,0.3293,150.9572,-0.2234,7931.0345,-6780.9285,1515,260.0216,1241.7931,213.1307,1513,259.6783,1296.066,222.4456,1517,260.3648,0.227,40.9009,0.116,20.9009,0.212,38.1982,0.502,0.555,75.9903,151.9855,419.083,227.9758,2.0001,-0.7717,-1.2874,1.5217,2.5417,2.631,-874.0107,-14.7158,-1284.2085,-21.6223,1794.9121,30.221,52.7983,3135.8433,-3.7673,728,785,2.5228,636.5603,605.2328,-4.1529,727,790,-3.0484,628.2783,667.7877,-30.2174,2767.2414,5163.7931,5.1278,-5.9099,N/A,-60457.8927,4666,741.273,800.8321,-21.6031,1829,2837,-1.0779,366.6414,374.6316,N/A,0.9045,0.5933,143.577,2.4174,1.2795,275.506,4.6387,2.559
L2DcserAUX8pI1D0ntj0,10/23/2023,6:37:38,WSD3,, ,Countermovement Jump,,,582.746,0.306,145.5634,-0.2426,5820.1439,-5753.7765,1396,239.5555,1133.9568,194.5885,1396,239.5555,1205.3205,206.8346,1400,240.2419,0.286,43.3991,0.139,21.0926,0.234,35.5083,0.492,0.659,76.2078,146.3664,439.9385,222.5742,1.9206,-0.7982,-1.287,1.47,2.4504,2.5526,-819.1323,-13.7893,-1180.0608,-19.8653,1621.7427,27.3006,48.5114,2881.7325,-2.5788,680,716,1.1306,573.3885,560.5683,-2,686,714,-1.1917,595.4786,609.8419,-8.2818,2669.0647,3151.0791,2.282,-2.3593,N/A,-28800.502,3824,756.8549,656.2036,-8.4205,1751,2073,5.5092,399.2756,357.5793,N/A,0.7466,0.4644,157.2095,2.6465,1.2829,282.729,4.7595,2.4639
QMnreA5caURv7RC0J33s,10/23/2023,6:37:32,WSD3,, ,Countermovement Jump,,,583.289,0.2993,144.0819,-0.2171,5300.6993,-6194.2012,1345,230.589,1060.4545,181.806,1342,230.0746,1241.0318,212.7645,1415,242.5899,0.215,37.1972,0.143,24.7405,0.22,38.0623,0.487,0.578,67.8512,145.3569,424.942,213.2081,2.1423,-0.7194,-1.1533,1.4401,2.4232,2.5163,-696.1747,-11.7086,-985.7598,-16.5789,1636.6188,27.5253,48.7103,2896.2465,-3.4277,648,694,-1.6862,521.2867,539.1678,-2.3322,691,724,-1.8302,609.1591,631.8727,-0.5277,2636.3636,2664.3357,-3.3228,-3.5986,N/A,-47923.4765,4200,749.1478,720.0547,-22.2857,1632,2568,-3.1798,362.6631,386.4846,N/A,0.8426,0.5178,151.2615,2.544,1.1411,273.6805,4.6029,2.4447
AzrWgEQAzMSpXqDkmFsz,10/16/2023,6:25:51,WSD3,, ,Countermovement Jump,,,583.859,0.3603,158.2514,-0.3353,4803.7975,-3990.1828,1338,229.1649,1166.4051,199.7751,1358,232.5904,1114.896,190.9529,1335,228.6511,0.282,38.2114,0.158,21.4092,0.298,40.3794,0.534,0.738,91.6568,158.901,516.7975,250.5578,1.7337,-0.9248,-1.5418,1.4995,2.6589,2.755,-987.6069,-16.5938,-1469.8279,-24.6961,1583.9938,26.6143,53.0899,3159.7353,-0.4418,676,682,3.4131,603.1076,563.2975,-1.7228,656,679,-0.9243,552.2953,562.6007,-11.4625,2126.5823,2677.2152,6.6574,-1.8329,N/A,-88347.9442,5603,727.4465,959.6495,4.1585,2918,2685,-7.4901,336.48,390.9665,N/A,0.7236,0.4883,183.9065,3.09,1.54,332.891,5.5932,2.6699
8AkHrvu5scukyjzbybnc,10/16/2023,6:25:45,WSD3,, ,Countermovement Jump,,,585.037,0.3315,152.1026,-0.2829,4929.0323,-4776.1748,1351,230.9256,1117.8129,191.067,1349,230.5837,1181.6992,201.9871,1351,230.9256,0.247,37.538,0.155,23.5562,0.256,38.9058,0.505,0.658,82.1938,153.404,476.048,235.5978,1.8664,-0.8436,-1.3907,1.4689,2.5505,2.6372,-865.5943,-14.5144,-1311.2612,-21.9875,1619.8754,27.1623,50.4823,3010.6043,-2.298,659,690,3.9357,580.9032,536.9097,-2.4426,659,692,-1.8303,580.0352,601.6641,-10.2094,2212.9032,2716.129,7.6308,-3.5932,N/A,-39677.2565,5668,724.293,968.8276,-3.0699,2747,2921,19.4777,432.6844,291.6087,N/A,0.7675,0.5039,172.8745,2.8988,1.3782,303.1735,5.0837,2.5723
XsxMrPQDlPMi7Zcicxgk,10/9/2023,6:31:03,WSD3,, ,Countermovement Jump,,,589.586,0.2999,145.7779,-0.235,5702.8986,-5872.7246,1380,234.0625,1120.3043,190.0154,1380,234.0625,1225.313,207.826,1386,235.0802,0.259,41.3078,0.138,22.0096,0.23,36.6826,0.487,0.627,72.8401,146.8932,436.701,219.7334,2.0167,-0.7565,-1.2211,1.4394,2.4256,2.5256,-770.7675,-12.8246,-1107.2949,-18.4241,1620.3546,26.9607,48.6432,2923.4783,-1.4493,680,700,0.9418,565.4275,554.8768,-1.7316,681,705,-2.5449,597.0652,628.2478,-2.4142,2782.6087,2920.2899,1.8835,-4.9491,N/A,-32690.5934,4369,960.517,741.0285,-21.4008,1717,2652,-31.5931,328.53,631.9869,N/A,0.7767,0.4783,154.203,2.5658,1.212,282.498,4.7004,2.4441
sqChorf3xpSyO8XCoayB,10/9/2023,6:30:57,WSD3,, ,Countermovement Jump,,,590.541,0.3034,146.8658,-0.2852,5179.3103,-4687.535,1337,226.4026,1178.8759,199.6264,1365,231.144,1163.8988,197.0903,1337,226.4026,0.248,38.1538,0.145,22.3077,0.257,39.5385,0.487,0.65,84.9271,148.0075,470.332,232.9345,1.7428,-0.8511,-1.4205,1.4131,2.4397,2.5342,-921.4455,-15.3069,-1365.2108,-22.6787,1534.3497,25.4884,47.5635,2863.2214,1.2454,691,674,0.5259,592.5379,586.3379,-0.6731,664,673,0.103,582.5486,581.3502,0.1332,2593.1034,2586.2069,1.0493,0.1963,N/A,-32120.5328,5100,1068.2678,863.6149,-5.5686,2408,2692,4.7119,559.3017,508.9661,N/A,0.7492,0.4667,170.5555,2.8332,1.4108,299.7765,4.9799,2.4587
QfvGy9YY8ptyDxTECyRs,10/2/2023,6:27:47,WSD3,, ,Countermovement Jump,,,588.06,0.2945,144.0893,-0.2817,4948.0519,-4788.1148,1349,229.3984,1097.013,186.5478,1369,232.7994,1135.6818,193.1235,1349,229.3984,0.294,41.2921,0.154,21.6292,0.264,37.0787,0.484,0.712,77.9928,145.2342,469.036,223.2269,1.8621,-0.8379,-1.3108,1.4168,2.4037,2.5109,-827.1248,-13.7981,-1131.8909,-18.8822,1491.725,24.8849,46.576,2791.9962,-0.8035,679,690,6.6532,585,512.013,-1.2602,666,683,-4.0444,544.875,590.8068,-17.3228,2045.4545,2902.5974,12.572,-7.7543,N/A,-44157.6384,5090,955.5393,865.5579,-17.5639,2098,2992,-16.4311,399.267,556.2723,N/A,0.6798,0.4136,168.554,2.8118,1.3011,300.482,5.0126,2.4228
XdyNV8vMVe3DkT7eXRnB,10/2/2023,6:27:42,WSD3,, ,Countermovement Jump,,,588.571,0.2943,144.1707,-0.2606,5046.9799,-5150.4923,1342,228.0099,1054.6644,179.1907,1349,229.1992,1165.276,197.9839,1342,228.0099,0.308,43.5644,0.149,21.075,0.25,35.3607,0.478,0.707,69.0694,144.8313,448.7405,213.9007,2.0969,-0.7426,-1.1528,1.3789,2.403,2.4946,-704.6319,-11.7444,-954.7891,-15.9139,1507.219,25.1216,47.7021,2861.9851,-1.2602,666,683,4.1548,549.2416,505.4228,-1.1923,663,679,0.0312,582.82,582.456,-9.0426,2295.302,2751.6779,8.0371,0.0548,N/A,-47005.2879,4371,905.9864,742.6462,-2.7225,2126,2245,2.5081,464.3545,441.6318,N/A,0.6761,0.4163,156.7665,2.6129,1.1512,291.974,4.8665,2.414
f7x8ySLbWdgjDV05QwZs,9/25/2023,6:30:17,WSD3,, ,Countermovement Jump,,,591.06,0.3219,151.4212,-0.3474,4187.5,-3817.0114,1326,224.3427,1087.1875,183.9386,1337,226.2038,1084.2143,183.4356,1326,224.3427,0.295,37.8691,0.176,22.5931,0.308,39.5379,N/A,0.779,86.9444,152.5405,525.558,239.485,1.7545,-0.8994,-1.4523,1.4509,2.5132,2.6137,-892.5819,-14.8144,-1243.2148,-20.634,1477.6751,24.5254,47.6456,2870.6851,-0.6731,664,673,2.5603,557.5114,529.6761,-0.7541,658,668,-1.1667,535.7825,548.4318,-9.905,1886.3636,2301.1364,5.0371,-2.3079,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.4132,190.971,3.1696,1.443,334.587,5.5532,2.5318
YDfyIO2J3kx2kv4hx2q2,9/25/2023,6:30:12,WSD3,, ,Countermovement Jump,,,591.153,0.3202,151.0356,-0.3271,3748.6911,-3965.1616,1297,219.4017,1079.3665,182.5867,1300,219.9092,1091.3828,184.6194,1297,219.4017,0.229,31.6736,0.191,26.4177,0.303,41.9087,0.492,0.723,92.8703,152.2006,537.1005,245.0709,1.6389,-0.9239,-1.5517,1.4183,2.5064,2.5987,-925.9014,-15.365,-1559.5586,-25.8804,1465.4449,24.3186,47.7779,2879.1089,-3.8462,625,675,-1.7419,530.2827,549.0838,-4.549,619,678,-3.7797,525.066,566.3168,4.4693,1958.1152,1790.5759,-3.4429,-7.2813,N/A,-125807.4888,4312,828.4609,729.422,-5.1484,2045,2267,3.2219,427.5765,400.8844,N/A,0.6805,0.4429,205.7805,3.4149,1.5412,331.32,5.4982,2.5257
fYv3M0vMERYhS7DgmFZh,9/15/2023,6:27:04,WSD3,, ,Countermovement Jump,,,591.81,0.3059,147.7925,-0.2806,5064.1026,-4918.6564,1380,233.1829,1100.6731,185.9842,1385,234.0278,1149.6491,194.2598,1379,233.014,0.282,40.1138,0.156,22.1906,0.265,37.6956,0.489,0.703,78.9836,148.5009,476.6365,227.4845,1.8801,-0.8301,-1.3117,1.4904,2.4498,2.5784,-823.9573,-13.6581,-1126.4554,-18.6724,1567.7848,25.988,47.5991,2871.5215,-1.083,685,700,5.9841,583.2692,517.4038,-1.8129,677,702,-4.5083,548.9094,600.7396,-19.4937,2038.4615,3025.641,11.3962,-8.6068,N/A,-122045.8443,3986,896.8376,673.527,-29.2022,1411,2575,-57.8976,188.7949,708.0427,N/A,0.6956,0.4351,171.306,2.8396,1.3093,305.3305,5.0612,2.4616
j5D0lkWob8AryA78POGo,9/15/2023,6:26:58,WSD3,, ,Countermovement Jump,,,591.302,0.3137,149.5404,-0.2798,5218.543,-4935.535,1381,233.5524,1110.596,187.8221,1383,233.8906,1166.7885,197.3253,1381,233.5524,0.29,41.3695,0.151,21.5407,0.26,37.0899,0.493,0.701,78.0154,150.3035,471.344,228.3189,1.9266,-0.8221,-1.2976,1.4859,2.481,2.5936,-822.1741,-13.6403,-1147.6372,-19.0399,1594.8327,26.4591,47.8432,2883.772,0.0723,692,691,0.4723,557.9205,552.6755,0.3621,693,688,0.4018,585.7385,581.05,-1.0152,2582.7815,2635.7616,0.9459,0.7915,N/A,-72779.3366,3814,904.0733,645.0173,24.0692,2366,1448,35.5279,612.6358,291.4375,N/A,0.7033,0.4475,167.302,2.7756,1.2943,304.042,5.0442,2.4936
1N0xqNHPr2H1r8egD8iO,9/15/2023,6:26:53,WSD3,, ,Countermovement Jump,,,592.311,0.3222,151.8128,-0.3082,4039.1061,-4253.7511,1311,221.3364,1071.9888,180.9841,1317,222.3494,1134.4021,191.5214,1311,221.3364,0.239,34.1917,0.179,25.608,0.281,40.2003,0.496,0.699,85.4973,152.9701,510.9305,238.4674,1.7892,-0.9063,-1.4259,1.4628,2.5144,2.6207,-879.7099,-14.57,-1272.4774,-21.0751,1548.1849,25.6414,48.2247,2911.723,-2.8094,640,677,-0.0792,535.5698,536.419,-3.1274,635,676,-1.402,559.2491,575.153,4.2877,2106.1453,1932.9609,-0.1722,-2.7801,N/A,-805385.1329,4171,780.4658,704.1909,5.6821,2204,1967,16.3765,454.1395,326.3263,N/A,0.7096,0.461,191.521,3.172,1.416,319.4095,5.2901,2.5335
i61gwT6LRCh1Qr9ZAR7E,2/12/2024,7:12:23,WSD4,, ,Countermovement Jump,,,616.469,0.2967,151.6225,-0.3259,5106.25,-4403.1162,1435,232.7773,1136.4938,184.3554,1438,233.264,1135.7911,184.2414,1435,232.7773,0.402,47.0726,0.16,18.7354,0.292,34.192,0.488,0.854,82.792,152.3461,513.782,235.138,1.8401,-0.8424,-1.3196,1.4826,2.4128,2.5182,-861.2876,-13.7058,-1185.8538,-18.8707,1542.8875,24.5523,42.6259,2678.6492,-4.0334,690,748,-5.6902,535.9125,600.5812,-4.2509,687,748,0.0081,567.9418,567.8493,0.3672,2562.5,2543.75,-10.7908,-0.0108,N/A,-58205.566,3482,1007.4524,564.8297,-9.4199,1577,1905,0.2973,505.2237,502.2288,N/A,0.5714,0.3474,181.427,2.8871,1.3175,332.355,5.2888,2.4243
DlQgc8a91IgLoIUpILj8,2/12/2024,7:12:16,WSD4,, ,Countermovement Jump,,,616.695,0.2934,150.8314,-0.2986,5425.6757,-4761.4978,1422,230.584,1132.6824,183.6698,1427,231.3948,1175.2989,190.5803,1422,230.584,0.39,48.2077,0.148,18.2942,0.271,33.4981,0.481,0.809,75.9606,152.0782,486.434,228.0388,2.0021,-0.7778,-1.2187,1.4584,2.3993,2.5017,-795.1401,-12.6486,-1084.0782,-17.2448,1569.7734,24.971,43.5666,2738.7672,-2.733,694,733,-4.7883,539.223,593.4595,-2.2504,695,727,-1.3557,579.6827,595.6162,2.3661,2777.027,2648.6486,-9.1716,-2.6782,N/A,-35028.4258,3818,884.3604,619.1067,-8.0147,1756,2062,20.6294,533.3993,350.9612,N/A,0.5946,0.3627,167.2315,2.6602,1.2083,319.2025,5.0777,2.4192
nAhGKlKUoynzfDL3twj7,2/5/2024,6:36:06,WSD4,, ,Countermovement Jump,,,609.487,0.2733,143.8685,-0.2885,4091.954,-4589.108,1324,217.2319,1000.7471,164.195,1324,217.2319,1121.7447,184.0474,1328,217.8882,0.354,43.7037,0.174,21.4815,0.282,34.8148,0.471,0.81,67.7203,145.1042,490.7505,212.8244,2.1427,-0.738,-1.1005,1.4362,2.3156,2.4483,-666.0025,-10.7196,-866.7095,-13.9501,1468.4601,23.6356,41.1813,2558.5575,2.1148,676,648,-2.6727,487,513.7471,1.2048,672,656,-1.9511,549.9291,571.8156,4.4944,2137.931,1954.023,-5.2342,-3.8026,N/A,-23230.0713,2684,774.0317,440.3703,-9.2399,1218,1466,-47.3805,203.646,570.3857,N/A,0.5815,0.3374,173.771,2.7969,1.09,316.9795,5.1019,2.3355
qu8eKYPgXIkHug4hz0Hj,2/5/2024,6:36:00,WSD4,, ,Countermovement Jump,,,610.494,0.2778,145.2836,-0.2949,4203.5928,-4448.2387,1312,214.9079,1039.4671,170.2665,1312,214.9079,1135.4693,185.9919,1322,216.5459,0.407,47.8261,0.167,19.624,0.277,32.5499,0.47,0.851,71.285,146.0542,488.3985,217.3392,2.0489,-0.7403,-1.1486,1.4137,2.3346,2.4351,-697.7768,-11.2125,-937.9275,-15.0715,1477.7467,23.7458,41.2407,2566.4861,0.7622,661,651,-0.6366,516.4251,523.0419,0.4539,664,658,0.1135,568.3791,567.0903,0.2849,2107.7844,2095.8084,-1.2682,0.2288,N/A,-37838.0854,2989,866.3472,489.6035,-20.7093,1185,1804,12.143,485.774,380.5732,N/A,0.5523,0.3264,173.2375,2.7837,1.1455,315.161,5.0643,2.3469
3jlSQJkdFwk1LJUi3MLi,1/29/2024,6:25:58,WSD4,, ,Countermovement Jump,,,605.309,0.2882,146.7327,-0.3151,4235.6322,-4256.2978,1341,221.5397,1044.546,172.5641,1339,221.2093,1104.078,182.3991,1342,221.7049,0.383,44.9531,0.174,20.4225,0.295,34.6244,0.476,0.852,76.0552,147.7893,507.7345,223.8446,1.9432,-0.8037,-1.2405,1.4515,2.378,2.4968,-759.2909,-12.3055,-1015.9131,-16.4645,1472.385,23.8624,42.4499,2619.3002,-2.4645,653,686,-3.9708,501.5345,543.0115,-2.3845,655,687,0.6248,555.4881,548.5898,3.3921,2189.6552,2045.977,-7.6667,1.2191,N/A,-38744.4308,3906,778.8984,645.2903,9.9334,2147,1759,11.7889,435.3611,343.5373,N/A,0.5587,0.3383,181.379,2.9395,1.2326,326.3555,5.2891,2.3952
DQK3roZjO6qeV4RNnBxI,1/29/2024,6:25:52,WSD4,, ,Countermovement Jump,,,605.552,0.3037,150.6706,-0.2762,5086.0927,-4977.5688,1375,227.0656,1088.5099,179.755,1375,227.0656,1176.178,194.2324,1389,229.3775,0.378,47.6671,0.151,19.0416,0.264,33.2913,0.492,0.793,72.5391,151.3178,475.161,223.8569,2.086,-0.7497,-1.1762,1.4934,2.4409,2.5508,-736.792,-11.9361,-1006.8644,-16.3113,1603.5637,25.9779,45.132,2785.907,0.8,693,682,-6.0214,511.4834,577.0265,1.2239,703,686,0.3584,590.197,585.9811,16.1458,2953.6424,2132.4503,-11.4508,0.7067,N/A,-51851.7786,4669,794.7251,771.0321,-0.4069,2325,2344,-1.7946,390.2315,404.4936,N/A,0.6204,0.3829,163.9775,2.6565,1.1751,311.1835,5.0412,2.4514
jyj227bBp07nEhzFAov4,1/22/2024,6:33:11,WSD4,, ,Countermovement Jump,,,611.59,0.254,139.1612,-0.288,4018.0723,-4438.095,1278,208.9635,995.8916,162.8365,1278,208.9635,1111.1039,181.6746,1287,210.4351,0.418,48.4357,0.166,19.2352,0.279,32.3291,0.454,0.863,63.4581,139.9884,475.604,203.4464,2.206,-0.6735,-1.0217,1.3667,2.2322,2.3462,-607.9629,-9.7518,-796.8082,-12.7809,1394.9442,22.3751,38.8776,2423.7643,-0.939,633,645,-3.391,481.0602,514.8313,-1.1655,636,651,-0.4445,553.0824,558.0215,14.2429,2295.1807,1722.8916,-6.6258,-0.8846,N/A,-20730.4369,2985,786.2448,488.0721,1.7085,1518,1467,-0.673,390.4768,395.768,N/A,0.5261,0.2943,164.982,2.6463,1.0179,310.622,4.9824,2.2454
d3dSsONOEtNFHe29uUDD,1/22/2024,6:33:05,WSD4,, ,Countermovement Jump,,,611.317,0.2663,142.4499,-0.2816,4011.4943,-4641.4848,1307,213.8007,1014.0287,165.8761,1307,213.8007,1126.6245,184.2947,1319,215.7637,0.351,43.7656,0.174,21.6958,0.277,34.5387,0.46,0.802,69.7203,143.3797,488.804,213.1,2.0565,-0.7301,-1.1244,1.402,2.2859,2.3971,-672.6941,-10.7949,-891.3718,-14.3041,1447.296,23.2252,40.2353,2507.2931,4.3611,682,625,3.8681,526.6264,487.4023,2.047,673,646,-0.6412,559.7004,566.9242,15.7593,2321.8391,1689.6552,7.4041,-1.2473,N/A,-50115.5953,3239,796.4993,529.8397,-28.3112,1161,2078,-7.7849,367.2463,429.253,N/A,0.5736,0.3321,176.0895,2.8258,1.1188,312.7145,5.0182,2.3009
gKkbCxQTGaZTxIE9KZP8,1/15/2024,6:24:55,WSD4,, ,Countermovement Jump,,,605.277,0.2944,148.2991,-0.2853,5057.6923,-4892.4312,1396,230.6382,1079.5128,178.3502,1396,230.6382,1154.0664,190.6675,1396,230.6382,0.317,42.6075,0.156,20.9677,0.271,36.4247,0.48,0.744,73.5833,149.4029,481.4395,222.9862,2.0304,-0.7862,-1.2011,1.4786,2.4036,2.5126,-761.165,-12.3365,-1018.9758,-16.515,1555.2143,25.2061,43.0319,2655.0684,-0.4298,695,701,-3.0652,523.2115,556.3013,-0.5731,694,702,-2.6417,561.7897,592.2768,9.2522,2762.8205,2294.8718,-6.0016,-5.1214,N/A,-16963.6553,2367,863.517,391.0606,-5.4499,1119,1248,8.1627,467.0018,396.5152,N/A,0.6452,0.3958,168.0065,2.723,1.1926,313.433,5.08,2.4214
M82WkhYctM6J20oglLX4,1/15/2024,6:24:50,WSD4,, ,Countermovement Jump,,,605.966,0.2978,149.3043,-0.2873,5263.1579,-4886.0976,1404,231.6962,1111.3092,183.3946,1404,231.6962,1167.609,192.6856,1407,232.1912,0.369,46.8869,0.152,19.3139,0.266,33.7992,0.486,0.787,76.4082,150.0825,479.7845,226.4907,1.9642,-0.7918,-1.2403,1.4751,2.4171,2.5234,-792.3806,-12.8279,-1088.229,-17.6174,1574.8766,25.4957,44.4117,2743.322,3.9886,730,674,2.8102,571.2697,540.0395,3.7669,730,677,-1.955,572.391,595.218,11.5,2934.2105,2328.9474,5.4279,-3.7999,N/A,-26738.4866,3677,816.8023,606.7997,-7.2614,1705,1972,-12.1367,358.8346,457.9678,N/A,0.6175,0.3784,168.515,2.7281,1.237,311.2695,5.0392,2.4297
48dbe5c7Ppge81eckKmo,1/8/2024,6:33:42,WSD4,, ,Countermovement Jump,,,618.833,0.2603,142.5612,-0.3067,4023.6686,-4242.0004,1301,210.2344,1035.8757,167.3918,1300,210.0728,1086.4281,175.5608,1304,210.7192,0.527,52.5948,0.169,16.8663,0.306,30.5389,0.45,1.002,70.1372,143.7166,507.7995,213.8538,2.0491,-0.728,-1.1208,1.3783,2.2599,2.367,-684.9563,-10.8582,-927.6669,-14.7058,1381.5819,21.9014,38.0448,2399.9341,-8.7692,593,707,-8.4958,473.9349,561.9408,-7.9755,600,704,-1.0477,537.5229,548.9052,-7.9412,1852.071,2171.5976,-15.6631,-2.1071,N/A,-37096.2839,3055,901.1258,493.6712,16.4648,1779,1276,2.1328,460.1724,440.9533,N/A,0.4491,0.2598,174.72,2.7697,1.1118,333.0795,5.2801,2.2783
