TestId,Date,Time,Name,Segment,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
AgCWechxlVXFwNJ2J1jn,3/14/2024,13:36:39,SB5,, ,Countermovement Jump,,,1129.578,0.2292,244.1573,-0.1687,6422.0779,-12557.4908,2119,187.5922,1613.4221,142.8341,2119,187.5922,2107.472,186.5716,2515,222.6495,0.587,59.2331,0.154,15.5399,0.25,25.227,0.414,0.991,74.0155,245.5145,775.8795,319.53,3.3171,-0.4438,-0.645,1.2608,2.1204,2.2467,-656.8494,-5.7045,-830.4038,-7.2118,2464.319,21.4018,39.6531,4565.8834,-17.2251,877,1242,-13.2078,700.1623,913.2597,-7.1173,1168,1347,-10.8703,939.192,1168.28,-30.2326,2240.2597,4181.8182,-23.2809,-19.6262,N/A,372383.1674,4233,1442.7775,374.7417,-36.4989,1344,2889,-27.3456,524.1208,918.6567,N/A,0.4178,0.2312,247.9705,2.1535,0.6428,527.909,4.5847,2.1322
hP60HN8H4gm4N9Mob3Ms,3/4/2024,18:44:08,SB5,, ,Countermovement Jump,,,1148.987,0.2185,242.5034,-0.2344,5961.5385,-9533.1466,2235,194.5192,1703.4835,148.2596,2232,194.2581,2014.516,175.3297,2267,197.3042,0.753,61.9243,0.182,14.9671,0.281,23.1086,0.418,1.216,100.3729,244.3172,876.671,344.69,2.4341,-0.576,-0.8628,1.2239,2.0705,2.1836,-901.3725,-7.6959,-1169.6541,-9.9865,2303.8755,19.6704,36.069,4224.5507,-15.5018,943,1289,-18.7438,692.0934,1011.3901,-8.0723,1042,1225,-11.9144,887.2491,1127.2669,-13.9171,2565.9341,3395.6044,-31.5823,-21.296,N/A,-36645.939,5144,2386.3663,447.6987,-23.2893,1973,3171,-30.0267,834.9095,1551.4568,N/A,0.3438,0.1797,309.4885,2.6424,0.857,567.1825,4.8426,2.086
O4SnG0D3JSqgCTxB6twV,3/4/2024,18:44:02,SB5,, ,Countermovement Jump,,,1141.564,0.2303,247.3852,-0.2166,5726.257,-10012.9801,2169,190.0025,1718.1117,150.5051,2169,190.0025,2065.3881,180.9262,2369,207.5223,0.434,49.2622,0.179,20.3178,0.268,30.42,0.419,0.881,102.6845,248.6448,861.6085,351.3294,2.4214,-0.5773,-0.8837,1.2346,2.1259,2.2255,-912.8757,-7.8448,-1199.2858,-10.306,2395.0096,20.5815,37.7885,4397.3484,-27.7086,784,1385,-24.4786,648.7709,1069.3408,-6.8805,1103,1266,-12.6079,902.4925,1162.8955,-49.8537,1435.7542,4290.5028,-39.2744,-22.4397,N/A,-101507.5255,4618,1819.1616,404.5327,-50.5414,1142,3476,-44.8772,501.3863,1317.7753,N/A,0.4756,0.2615,307.0245,2.6384,0.8824,554.584,4.7658,2.1367
IlOq1SbkSaEE5CAYFcGG,2/29/2024,15:35:00,SB5,, ,Countermovement Jump,,,1146.992,0.2298,248.2895,-0.2533,5844.4444,-8681.9698,2199,191.7189,1708.2278,148.9311,2199,191.7189,1999.2089,174.3002,2342,204.1863,0.456,49.1379,0.18,19.3966,0.292,31.4655,0.418,0.928,100.4944,249.9253,891.8,350.4198,2.487,-0.5766,-0.8639,1.2211,2.1236,2.2417,-903.7919,-7.73,-1174.3478,-10.044,2307.6092,19.7365,38.1093,4455.765,-21.9645,858,1341,-18.9127,692.5778,1015.65,-5.0384,1112,1230,-12.7066,872.589,1126.6199,-36.692,1850,3994.4444,-31.766,-22.5704,N/A,-60228.4267,5152,1484.2518,449.1749,-55.6289,1143,4009,-30.2366,517.7323,966.5195,N/A,0.4504,0.2477,306.953,2.6253,0.8595,584.847,5.0021,2.1376
Xp3UfwPuZPp8XP7fTRAD,2/29/2024,15:34:52,SB5,, ,Countermovement Jump,,,1148.46,0.2366,252.2554,-0.2199,5583.815,-9612.9386,2114,184.0726,1712.8844,149.1462,2111,183.8114,2141.0235,186.4256,2479,215.8543,0.445,50.9737,0.173,19.8167,0.255,29.2096,0.433,0.873,97.1584,254.1377,842.837,351.2961,2.6157,-0.5393,-0.8365,1.262,2.1547,2.2625,-856.0718,-7.3125,-1155.561,-9.8707,2519.9093,21.5247,39.0159,4567.6043,-26.6698,774,1337,-21.4481,672.7514,1040.1329,-8.0274,1140,1339,-11.0284,952.451,1188.5725,-49.6894,1404.6243,4179.1908,-35.258,-19.9288,N/A,-79282.3076,5251,1448.5671,457.221,-2.5329,2559,2692,7.0327,775.2206,673.3465,N/A,0.496,0.2711,295.842,2.527,0.8299,546.995,4.6724,2.1708
cVEYozwplKBWiIwkm1yQ,2/27/2024,11:37:59,SB5,, ,Countermovement Jump,,,1141.755,0.2344,249.5989,-0.2402,6820.3593,-9483.5918,2278,199.5174,1707.2515,149.5287,2278,199.5174,2062.8081,180.6699,2327,203.809,0.482,52.3913,0.167,18.1522,0.271,29.4565,0.423,0.92,93.8659,250.7284,844.683,344.5943,2.6711,-0.5484,-0.8066,1.2765,2.1446,2.2588,-852.8269,-7.3275,-1093.8902,-9.3987,2449.5431,21.0466,38.1833,4444.03,-18.964,923,1355,-11.8638,752.3533,954.8982,-7.9502,1071,1256,-13.2863,894.369,1168.4391,-37.489,2131.7365,4688.6228,-21.1285,-23.4652,N/A,-83671.0529,4876,1529.4496,427.0618,-52.6661,1154,3722,-28.1941,549.1178,980.3318,N/A,0.4598,0.2548,284.539,2.4448,0.8065,560.144,4.8128,2.1543
SeMEDvsmd3y8ZmSiH6eb,2/27/2024,11:37:54,SB5,, ,Countermovement Jump,,,1146.031,0.2356,251.1451,-0.2288,6787.8788,-9895.1301,2264,197.5514,1720.6606,150.1408,2264,197.5514,2116.2896,184.6625,2391,208.6331,0.529,55.5089,0.165,17.3137,0.259,27.1773,0.433,0.953,94.2504,252.412,832.5795,346.6624,2.6781,-0.5365,-0.8081,1.268,2.1498,2.2536,-845.9599,-7.2414,-1109.7996,-9.4999,2500.1454,21.4012,38.6108,4510.621,-18.5512,922,1342,-15.0157,731.1455,989.5152,-5.3952,1131,1260,-8.903,963.9382,1152.3514,-33.9286,2242.4242,4545.4545,-26.0537,-16.3895,N/A,-40129.518,4639,1593.3588,404.7884,-42.4876,1334,3305,-26.9287,582.1439,1011.2149,N/A,0.4544,0.2472,283.3455,2.4254,0.8068,549.234,4.7014,2.1606
XmThuYOdlt7q7YqeN0mW,2/22/2024,17:28:11,SB5,, ,Countermovement Jump,,,1147.527,0.2394,253.5209,-0.2271,6836.3636,-10018.7082,2275,198.2524,1715.5091,149.4962,2275,198.2524,2155.0754,187.8017,2458,214.1998,0.463,52.6136,0.165,18.75,0.252,28.6364,0.426,0.88,93.1515,255.0247,826.695,348.1762,2.7377,-0.5399,-0.7996,1.2974,2.1673,2.2812,-846.2027,-7.234,-1094.8438,-9.3596,2583.9399,22.0896,39.8596,4662.5863,-14.022,978,1297,-9.7573,774.0606,941.4485,-6.3466,1151,1307,-9.4986,975.1865,1179.8889,-34.3972,2242.4242,4593.9394,-17.6979,-17.3575,N/A,-69673.8491,4607,1630.9248,401.472,-45.6913,1251,3356,-42.5534,468.4554,1162.4693,N/A,0.4841,0.2721,282.4935,2.415,0.7963,544.2015,4.6523,2.1802
tj8gIwfsqsqKnVENxNH2,2/22/2024,17:28:05,SB5,, ,Countermovement Jump,,,1148.311,0.2366,252.2078,-0.1969,7646.6667,-11678.4754,2300,200.2942,1746.2667,152.0726,2294,199.7717,2284.009,198.9016,2688,234.0829,0.539,59.1009,0.15,16.4474,0.223,24.4518,0.428,0.912,89.1163,254.3841,771.8205,343.5005,2.8545,-0.515,-0.7704,1.294,2.1546,2.2576,-823.0285,-7.0311,-1077.8091,-9.2077,2709.7662,23.1495,40.9426,4792.5391,-18.3086,937,1357,-15.9029,734.28,1011.9867,-8.7798,1226,1462,-10.3091,1024.2735,1259.7354,-35.1351,2480,5166.6667,-27.3778,-18.7141,N/A,-80432.0741,4968,1645.8363,432.6354,-22.7053,1920,3048,-25.8629,610.0874,1035.7489,N/A,0.4693,0.2594,261.363,2.2328,0.7613,510.4575,4.3608,2.1732
vrhwi2vfSeTRhNlXEgYI,2/20/2024,11:38:39,SB5,, ,Countermovement Jump,,,1172.123,0.2375,257.9351,-0.273,4502.0921,-8250.1385,2252,192.13,1602.9331,136.7547,2249,191.8741,2055.587,175.373,2301,196.3105,0.509,48.8953,0.239,22.9587,0.293,28.146,0.427,1.041,102.4241,259.9665,985.96,362.3906,2.5381,-0.6059,-0.8646,1.2489,2.1588,2.2624,-897.0284,-7.5076,-1123.7055,-9.4048,2418.355,20.2403,37.7156,4506.3554,-11.2494,998,1251,-9.3706,726.364,876.569,-4.824,1095,1206,-6.6664,959.2765,1096.3106,-22.119,1753.1381,2748.954,-17.1054,-12.5157,N/A,-52562.7247,4629,1500.7815,394.9244,-31.2595,1591,3038,-14.7209,639.9262,860.8553,N/A,0.4102,0.2282,382.5615,3.2018,0.8572,603.3985,5.0501,2.1758
AFK9Y8T5JoyzUnKmRRtp,2/20/2024,11:38:33,SB5,, ,Countermovement Jump,,,1171.495,0.2515,265.2698,-0.2077,7753.4247,-11095.2595,2304,196.6718,1809.6781,154.476,2302,196.5011,2194.7269,187.3441,2473,211.0978,0.447,52.4033,0.146,17.1161,0.26,30.4807,0.437,0.853,92.6052,267.1703,835.4025,359.7755,2.885,-0.5183,-0.7818,1.2893,2.2213,2.315,-857.1344,-7.1776,-1126.8997,-9.4366,2648.5128,22.1784,39.9666,4772.7458,-19.0269,932,1370,-13.2321,785.1096,1024.5685,-4.5693,1180,1293,-8.2472,1006.8615,1187.8654,-37.6325,2417.8082,5335.6164,-23.2893,-15.269,N/A,-304750.1622,5010,1739.7164,427.6587,-5.4291,2369,2641,-23.9555,661.4792,1078.2372,N/A,0.5123,0.2948,263.6435,2.2077,0.7755,571.759,4.7879,2.2373
V4pmIcmHBHk5C0Mvb6yM,2/15/2024,17:45:30,SB5,, ,Countermovement Jump,,,1174.697,0.2329,255.9904,-0.2172,5851.0638,-10484.8367,2277,193.8372,1679.7872,142.9975,2273,193.4967,2182.0588,185.755,2489,211.8844,0.382,46.303,0.188,22.7879,0.255,30.9091,0.427,0.825,94.4035,257.9953,872.7895,352.3987,2.7329,-0.543,-0.7956,1.2649,2.1378,2.2489,-839.377,-7.0097,-1055.7263,-8.8165,2563.7856,21.4104,38.8745,4655.017,-8.579,1039,1234,-9.6111,759.1702,920.617,-4.54,1188,1301,-5.4151,1031.949,1150.1098,-7.4545,2707.4468,3143.617,-17.5425,-10.2879,N/A,-60482.8517,5493,1813.9973,467.6099,-29.1098,1947,3546,-33.9539,599.0375,1214.9598,N/A,0.5176,0.2823,315.2465,2.6327,0.7884,557.543,4.6561,2.1545
5JZmP65kZIjHxO7Ftj9C,2/15/2024,17:45:23,SB5,, ,Countermovement Jump,,,1173.177,0.2341,256.3058,-0.2234,8250,-10710.8174,2393,203.976,1821.3581,155.2501,2393,203.976,2172.3969,185.1721,2467,210.2837,0.434,51.7282,0.148,17.64,0.257,30.6317,0.426,0.839,95.3183,257.977,828.432,353.2953,2.7065,-0.5456,-0.8015,1.2774,2.1432,2.2551,-899.602,-7.5224,-1184.3055,-9.9031,2572.1288,21.5079,38.9464,4657.5932,-11.659,1057,1336,-10.4381,815.6216,1005.7365,-6.364,1155,1312,-8.3825,995.1479,1177.249,-17.7723,3391.8919,4858.1081,-18.8747,-15.4793,N/A,-132557.4522,5936,1689.8004,505.9765,-30.7951,2054,3882,-38.2887,521.3992,1168.4012,N/A,0.5077,0.279,268.9485,2.2489,0.797,559.4835,4.6784,2.1572
pLydLDzo4r9xVD9H26cw,2/13/2024,17:27:25,SB5,, ,Countermovement Jump,,,1169.971,0.2328,254.9121,-0.2258,4994.9495,-9580.6556,2163,184.8764,1565.9899,133.8486,2158,184.449,2168.2109,185.3218,2485,212.3984,0.576,55.9223,0.198,19.2233,0.256,24.8544,0.43,1.03,77.9167,256.6119,865.6955,334.5287,3.2934,-0.4727,-0.658,1.252,2.1374,2.2498,-683.4398,-5.7305,-834.3735,-6.9961,2533.771,21.2452,38.9027,4639.6578,-13.4384,934,1224,-10.9925,696.9242,869.0657,-5.5936,1173,1312,-7.027,1007.9258,1160.2852,-23.5592,1909.0909,3085.8586,-19.7748,-13.1585,N/A,-46489.3938,6167,1395.3799,527.1071,-18.1125,2525,3642,-0.0591,697.2776,698.1023,N/A,0.4175,0.2261,309.571,2.5957,0.6533,556.1245,4.663,2.1516
owpD4bRpmqNBu2vxN3Il,2/13/2024,17:27:16,SB5,, ,Countermovement Jump,,,1175.768,0.2165,246.9997,-0.2092,6598.7654,-10733.9466,2246,191.0241,1711.5988,145.5728,2244,190.854,2148.2667,182.7118,2481,211.011,0.166,28.4734,0.162,27.7873,0.255,43.7393,0.43,0.583,86.2701,249.0897,825.655,335.3597,2.8873,-0.5051,-0.7277,1.2088,2.0608,2.1694,-789.7567,-6.5893,-1009.6233,-8.4238,2424.026,20.2248,37.1515,4452.7525,-12.0321,987,1257,-9.8006,771.9259,939.6728,-6.8924,1155,1326,-7.9853,988.3608,1159.9059,-19.1768,2666.6667,3932.0988,-17.8216,-14.8053,N/A,-29006.6997,5539,2006.7886,471.0963,-13.1612,2405,3134,-11.1788,891.2271,1115.5615,N/A,0.7376,0.3713,276.7445,2.309,0.7198,548.9105,4.5798,2.0783
Ns81lJl6axnFqEFyziBj,2/6/2024,17:46:17,SB5,, ,Countermovement Jump,,,1173.528,0.243,261.2156,-0.2142,7592.1053,-10884.65,2332,198.717,1742.9868,148.5254,2330,198.5466,2181.3731,185.8816,2502,213.2033,0.603,59.4089,0.152,14.9754,0.26,25.6158,0.44,1.015,85.9782,263.1867,832.6585,349.165,3.0611,-0.503,-0.7256,1.2875,2.1836,2.2981,-797.5113,-6.6667,-1010.358,-8.446,2612.7159,21.8408,40.1258,4800.0746,-19.1416,942,1388,-18.4355,710.8289,1032.1579,-7.1143,1162,1340,-11.1354,969.2346,1212.1385,-22.7036,2934.2105,4657.8947,-31.1179,-20.065,N/A,-75467.5601,5565,1644.7766,474.2111,-42.965,1587,3978,-15.5213,694.7428,950.0338,N/A,0.4335,0.2394,264.3545,2.2098,0.7187,568.304,4.7507,2.2001
w7sHq1jq06TwqkOsXEjD,2/6/2024,17:46:08,SB5,, ,Countermovement Jump,,,1172.647,0.2547,267.2012,-0.2025,7269.7368,-11247.394,2278,194.2614,1833.5592,156.3607,2286,194.9436,2287.6417,195.0836,2745,234.0858,0.363,48.0795,0.152,20.1325,0.24,31.7881,0.454,0.755,99.9027,268.7197,828.3,368.6224,2.6898,-0.5513,-0.8389,1.29,2.2353,2.3456,-923.2437,-7.7236,-1214.0027,-10.156,2762.3858,23.1093,43.0286,5143.4563,-17.9353,938,1348,-18.2156,749.7829,1083.7763,-7.031,1276,1469,-8.9627,1041.3042,1246.3375,-29.7738,2552.6316,4717.1053,-30.7848,-16.4957,N/A,-72696.5554,5815,1342.5895,495.8867,-14.9097,2474,3341,0.2258,672.8108,669.7787,N/A,0.6013,0.3373,278.145,2.3269,0.8358,550.155,4.6024,2.248
TgkW7hBicjz67oSfua73,2/1/2024,17:36:40,SB5,, ,Countermovement Jump,,,1169.689,0.2419,259.756,-0.1385,10598.2143,-17091.5803,2368,202.447,1797.0268,153.6329,2360,201.763,2333.1071,199.4639,2738,234.0793,0.522,60.8392,0.112,13.0536,0.224,26.1072,0.431,0.858,69.6638,261.7692,724.4485,331.433,3.7576,-0.3975,-0.5915,1.3062,2.1785,2.2754,-651.2096,-5.4616,-842.341,-7.0646,2796.6303,23.4549,40.8402,4869.559,-20,944,1416,-16.8001,747.5625,1049.4643,-8.1081,1258,1480,-10.5117,1043.9286,1289.1786,-30.7498,3669.6429,6928.5714,-28.7062,-19.0644,890,128707.3512,5319,1457.0191,454.7363,-21.7146,2082,3237,3.3142,752.6539,704.3652,6.4235,0.5023,0.2819,200.669,1.683,0.5843,523.7795,4.3929,2.1954
wWN62jrXRs8ufSyTc92A,2/1/2024,17:36:32,SB5,, ,Countermovement Jump,,,1172.689,0.2339,256.0554,-0.1619,9014.2857,-15006.734,2430,207.2161,1803.0786,153.7559,2430,207.2161,2343.0091,199.798,2683,228.7904,0.407,53.1332,0.14,18.2768,0.219,28.5901,0.431,0.766,87.618,257.4881,766.1015,345.1061,2.9388,-0.4916,-0.7355,1.2847,2.142,2.2277,-807.4517,-6.7546,-1046.3759,-8.7533,2764.3963,23.1253,39.6068,4734.6066,-21.893,949,1481,-23.5926,688.8429,1114.2357,-10.2497,1204,1479,-9.7671,1057.0822,1285.9269,-29.477,3178.5714,5835.7143,-38.1581,-17.8532,N/A,-227762.5369,5594,1564.155,477.0233,-18.9846,2266,3328,-7.6718,722.0783,842.0767,N/A,0.5627,0.3053,251.7945,2.1064,0.733,514.307,4.3024,2.154
aTgLq4dFCV5889rUskdw,1/30/2024,17:31:41,SB5,, ,Countermovement Jump,,,1171.968,0.2359,257.0062,-0.1475,8139.3443,-14723.5497,2172,185.3293,1770.4262,151.0644,2168,184.988,2348.9863,200.4309,2921,249.2389,0.476,58.2619,0.122,14.9327,0.219,26.8054,0.432,0.817,72.5114,258.838,730.9905,331.3494,3.5696,-0.3976,-0.6126,1.2608,2.1513,2.2662,-649.7852,-5.4391,-877.6637,-7.3465,2745.5966,22.9821,42.5199,5079.7092,-17.0664,899,1269,-10.3708,793.4098,977.0164,-6.6758,1363,1558,-8.7938,1071.21,1277.7763,-37.3615,2549.1803,5590.1639,-18.6892,-16.2034,N/A,-72771.9758,4749,2153.4007,405.2158,-19.8147,1904,2845,-26.0644,796.0651,1357.3355,N/A,0.5288,0.2887,215.4915,1.8038,0.607,515.499,4.315,2.1666
aco3GCvYIteHbK6R90xh,1/30/2024,17:31:34,SB5,, ,Countermovement Jump,,,1173.89,0.243,261.2757,-0.1598,6278.481,-13545.024,2165,184.4295,1708.7658,145.5644,2165,184.4295,2287.817,194.8919,2701,230.0897,0.29,42.4597,0.158,23.1332,0.235,34.407,0.433,0.683,84.0109,262.8378,808.1875,346.8487,3.1286,-0.4707,-0.7055,1.2373,2.1834,2.2753,-741.0738,-6.193,-974.2103,-8.1413,2671.7424,22.3273,41.4329,4957.972,-21.1085,854,1311,-12.1396,750.6646,958.1013,-6.7753,1259,1442,-11.1758,1016.0681,1271.7489,-50.8065,1544.3038,4734.1772,-21.5375,-20.1323,N/A,1865816.436,5282,1579.7644,449.957,-25.407,1970,3312,-18.2674,645.5915,934.1729,N/A,0.634,0.3558,269.4855,2.252,0.7021,538.702,4.5018,2.1965
OUU1Xy3HVIMw62iP6MPo,1/30/2024,17:31:27,SB5,, ,Countermovement Jump,,,1171.016,0.2375,257.691,-0.1488,10364.4068,-16147.8851,2402,205.121,1896.4237,161.9469,2399,204.8648,2406.933,205.5423,2929,250.1247,0.393,54.5833,0.118,16.3889,0.209,29.0278,0.438,0.72,84.9811,259.4862,727.3895,344.4673,3.0535,-0.4653,-0.7174,1.2763,2.1588,2.2595,-805.1582,-6.7451,-1066.4286,-8.9338,2831.3297,23.719,42.7427,5102.1804,-21.9675,936,1463,-22.1416,738.2627,1158.161,-8.0232,1347,1582,-8.8649,1096.7799,1310.1531,-32.4612,3500,6864.4068,-36.2163,-16.355,N/A,-263188.3357,6700,1611.1468,572.1527,-2.8955,3253,3447,-12.6665,703.5354,907.6114,N/A,0.6083,0.3299,223.161,1.8695,0.7119,504.2285,4.2241,2.1738
11FplQG9H34aQuhxqY3S,4/11/2024,15:58:00,SB6,, ,Countermovement Jump,,,675.572,0.2751,159.9893,-0.21,5956.8345,-7185.3702,1509,223.3663,1175.3022,173.9714,1507,223.0702,1395.6771,206.5919,1606,237.7245,0.278,43.4375,0.139,21.7188,0.223,34.8438,0.469,0.64,69.044,161.3209,474.922,230.3649,2.3365,-0.6491,-1.0125,1.3928,2.3232,2.4259,-692.4658,-10.0553,-930.5959,-13.5132,1777.7745,25.8151,46.3585,3192.5084,7.2329,808,699,10.8192,651.2302,524.0719,2.8643,826,780,3.9186,725.1839,670.4933,4.8309,3122.3022,2834.5324,19.5496,7.5408,N/A,-21516.7509,3019,867.301,446.8806,22.1597,1844,1175,15.8348,502.318,364.983,N/A,0.7328,0.4298,162.9485,2.3662,1.0026,311.9735,4.5302,2.3425
2zfFJLqKgBfn3bCtHJui,4/11/2024,15:57:49,SB6,, ,Countermovement Jump,,,676.165,0.2775,160.8271,-0.2154,5328.9474,-6918.5489,1490,220.3604,1179.8684,174.4942,1487,219.9167,1380.393,204.1503,1556,230.1213,0.265,41.0217,0.152,23.5294,0.229,35.4489,0.467,0.646,76.1524,161.9977,495.769,238.1501,2.1273,-0.6894,-1.1124,1.3744,2.3333,2.4293,-746.738,-10.8339,-1057.8961,-15.3483,1752.0796,25.4197,46.6366,3214.4808,13.7861,846,641,13.0802,667.0987,512.7697,1.2853,788,768,4.0113,717.8821,662.5109,21.9753,3250,2078.9474,23.1022,7.7611,700,-44255.845,4021,897.67,594.6773,5.8941,2129,1892,4.1767,467.5814,430.0886,8.0172,0.7229,0.4296,178.9295,2.596,1.1048,316.8395,4.5968,2.3503
jiy9Ri2J5Ynik2d4uLkY,4/4/2024,16:13:02,SB6,, ,Countermovement Jump,,,681.192,0.2617,157.3303,-0.2269,5596.0265,-6724.6362,1526,224.0191,1176.3046,172.6833,1526,224.0191,1314.4297,192.9602,1547,227.1019,0.286,41.691,0.151,22.0117,0.249,36.2974,0.462,0.686,74.335,158.4262,505.238,232.7612,2.1312,-0.7008,-1.0769,1.3999,2.2657,2.4315,-744.0223,-10.7148,-999.1334,-14.3887,1672.3837,24.0844,45.6228,3167.9821,8.1258,825,701,12.7563,663.1788,513.1258,3.2967,799,748,0.5539,660.8554,653.5743,6.0355,2966.8874,2629.1391,22.6516,1.1342,N/A,-21532.6911,3384,1406.0526,496.7762,-9.5154,1531,1853,-16.1568,589.4398,816.6128,N/A,0.6735,0.3814,177.195,2.5518,1.0705,328.043,4.7242,2.2815
mAfpmDSU5KsbAB9zeEVO,4/4/2024,16:12:56,SB6,, ,Countermovement Jump,,,682.622,0.2868,165.0598,-0.226,7030.5344,-7097.0732,1604,234.9763,1257.9924,184.2883,1604,234.9763,1398.368,204.8525,1625,238.0527,0.282,43.7888,0.131,20.3416,0.231,35.8696,0.481,0.644,74.909,166.1248,488.143,241.0338,2.2177,-0.6814,-1.0824,1.4271,2.3721,2.471,-776.2883,-11.1561,-1088.1607,-15.638,1825.0548,26.228,47.0054,3270.8403,6.3591,853,751,10.9947,698.1527,559.8397,5.8462,860,765,3.1871,721.4675,676.9004,-0.9772,3480.916,3549.6183,19.8652,6.2001,N/A,-20292.2699,3305,964.7993,484.1625,-2.8744,1605,1700,-5.3739,456.4758,508.3235,N/A,0.7469,0.4453,164.3325,2.3616,1.0765,323.8105,4.6535,2.3874
DO9s4TxmE84Rxgym6lc4,3/26/2024,16:56:22,SB6,, ,Countermovement Jump,,,686.704,0.2647,159.5265,-0.2175,6321.6783,-7302.3149,1588,231.2496,1233.3776,179.6083,1588,231.2496,1395.3333,203.1928,1603,233.4339,0.282,43.3846,0.143,22,0.225,34.6154,0.463,0.65,77.7178,160.2166,490.6415,237.9344,2.0615,-0.7002,-1.1108,1.3878,2.2789,2.3769,-782.8288,-11.1832,-1069.8399,-15.2833,1764.2779,25.2038,43.9465,3076.2743,11.9647,889,699,12.2712,692.3636,541.014,10.5427,886,717,5.3945,735.3022,660.0311,13.2743,3580.4196,2741.2587,21.8558,10.2746,N/A,-14257.3726,3587,955.2385,522.3502,1.366,1818,1769,-3.5174,460.8194,494.4191,N/A,0.7123,0.4072,175.9165,2.5131,1.1102,314.725,4.496,2.2888
j5RCPM4O4tXiHQhGHxms,3/26/2024,16:56:17,SB6,, ,Countermovement Jump,,,688.701,0.2658,160.317,-0.2187,6783.5821,-7319.2765,1601,232.4666,1249.8358,181.4773,1597,231.8858,1430.8341,207.7584,1638,237.8391,0.306,46.5753,0.134,20.3957,0.217,33.0289,0.468,0.657,74.7326,161.8204,478.287,236.5529,2.1653,-0.6805,-1.0766,1.3762,2.2836,2.3758,-772.2731,-11.0004,-1069.5584,-15.235,1794.8587,25.5663,45.2641,3177.7173,10.3319,881,716,15.122,719.4179,530.4179,7.5702,881,757,4.5428,747.9171,682.9171,-2.0902,3320.8955,3462.6866,26.3408,8.7309,N/A,-15270.4259,3996,970.5507,580.2228,-7.4074,1850,2146,-16.7879,403.8077,566.743,N/A,0.7123,0.4045,167.0185,2.379,1.0645,311.2685,4.4338,2.305
Juf4zekEjE3vuETnKEKq,3/21/2024,15:57:34,SB6,, ,Countermovement Jump,,,689.894,0.2871,166.9162,-0.2232,8415.3846,-7980.7415,1781,258.1556,1343.7692,194.7791,1781,258.1556,1447.8227,209.8616,1789,259.3152,0.263,42.9038,0.13,21.2072,0.22,35.8891,0.494,0.613,84.4523,167.6193,493.5345,252.0716,1.9848,-0.7849,-1.2015,1.4745,2.3735,2.4717,-931.9144,-13.2514,-1284.3545,-18.263,1921.3257,27.3204,46.4939,3269.7087,9.6013,976,805,13.3265,761.4231,582.3462,8.3287,969,820,2.8384,744.4591,703.3636,7.6782,4530.7692,3884.6154,23.5464,5.5741,N/A,-22041.6396,3931,927.3156,569.7977,9.5396,2153,1778,-2.77,450.8143,476.5013,N/A,0.8059,0.4684,174.1385,2.4762,1.2009,319.396,4.5417,2.3835
